"","State","Report_year","unemployment_rate","Assaults","Assaults_percapita","Crimes_percapita","Homicides","Homicides_Percapita","Population","Rapes","Rapes_percapita","Robberies","Robberies_percapita","Violent_crimes","total_crime_rate","assault_rate","rape_rate","robbery_rate","homicide_rate"
"386","Louisiana","1992",8,4100,811.87,1981.55,279,55.25,505008,287,56.83,5341,1057.61,10007,0.0198155276748091,0.00811868326838387,0.000568307828786871,0.0105760700820581,0.000552466495580268
"387","Louisiana","1993",7.6,4152,844.56,2038.98,395,80.35,491619,298,60.62,5179,1053.46,10024,0.0203897733814194,0.00844556455303802,0.000606160461658317,0.0105345806406994,0.000803467726023608
"388","Louisiana","1994",7.8,3639,736.65,1886.88,424,85.83,493990,436,88.26,4822,976.13,9321,0.0188688030122067,0.00736654588149558,0.00088260895969554,0.00976133120103646,0.000858316969979149
"389","Louisiana","1995",7,4677,960.02,2232.44,363,74.51,487179,487,99.96,5349,1097.95,10876,0.022324443377075,0.00960016749490434,0.000999632578579947,0.0109795372953268,0.000745106008263903
"390","Louisiana","1996",6.6,4580,937.95,2257.01,351,71.88,488300,390,79.87,5700,1167.32,11021,0.0225701413065738,0.00937947982797461,0.000798689330329715,0.0116731517509728,0.000718820397296744
"391","Louisiana","1997",6,3780,773.78,1720.34,267,54.66,488509,385,78.81,3972,813.09,8404,0.0172033677987509,0.00773783082809119,0.000788112399157436,0.0081308635050736,0.000546561066428664
"392","Louisiana","1998",5.7,3394,720.35,1461.93,230,48.82,471157,299,63.46,2965,629.3,6888,0.0146193307114189,0.00720354361709579,0.000634607996909735,0.00629301909979052,0.000488159997622873
"393","Louisiana","1999",5.1,2760,592.49,1273.22,158,33.92,465828,280,60.11,2733,586.7,5931,0.0127321672376929,0.00592493366650352,0.000601080227036589,0.00586697235889642,0.000339180985256361
"394","Louisiana","2000",5.3,2303,475.16,1063.6,204,42.09,484674,227,46.84,2421,499.51,5155,0.010636015135947,0.00475164749914375,0.000468356049633362,0.00499511011525273,0.000420901471917206
"395","Louisiana","2001",5.7,2677,552.77,1213.53,213,43.98,484289,209,43.16,2778,573.62,5877,0.0121353158960868,0.00552769111006032,0.000431560493837357,0.00573624426736928,0.000439820024819891
"396","Louisiana","2002",6.1,2142,440.6,937.15,258,53.07,486157,162,33.32,1994,410.16,4556,0.00937145819148958,0.00440598407510331,0.000333225686352351,0.00410155567028758,0.000530692759746337
"397","Louisiana","2003",6.4,2038,428.94,967.32,274,57.67,475128,213,44.83,2071,435.88,4596,0.00967318280547558,0.00428937044333317,0.000448300247512249,0.0043588254112576,0.000576686703372565
"398","Louisiana","2004",5.9,2178,462.36,948.29,264,56.04,471057,189,40.12,1836,389.76,4467,0.00948292881753164,0.00462364427234921,0.000401225329418733,0.00389761748578198,0.000560441729981722
"399","Louisiana","2005",7.2,1107,239.06,451.33,138,29.8,463072,89,19.22,756,163.26,2090,0.00451333701886532,0.00239055697602101,0.000192194734296179,0.00163257549581922,0.000298009812728906
"400","Louisiana","2006",4.5,1245,288.76,523.02,162,37.57,431153,87,20.18,761,176.5,2255,0.00523016191467994,0.00288760602384768,0.000201784517329115,0.00176503468606272,0.000375736687440421
"401","Louisiana","2007",4.3,1973,894.32,1564.27,209,94.74,220614,115,52.13,1154,523.09,3451,0.0156427062652416,0.00894322209832558,0.000521272448711324,0.00523085570272059,0.000947356015484058
"402","Louisiana","2008",4.9,1540,547.19,1019.4,179,63.6,281440,65,23.1,1085,385.52,2869,0.0101940022740193,0.00547185901080159,0.000230955088118249,0.00385517339397385,0.00063601478112564
"403","Louisiana","2009",6.8,1410,419.11,776.99,174,51.72,336425,98,29.13,932,277.03,2614,0.00776993386341681,0.00419112729434495,0.0002912982091105,0.00277030541725496,0.000517202942706398
"404","Louisiana","2010",8,1321,384.2,754.15,175,50.9,343829,144,41.88,953,277.17,2593,0.00754153954436653,0.0038420261234509,0.000418812840103656,0.002771726643186,0.000508973937625971
"405","Louisiana","2011",7.8,1326,382.16,791.99,200,57.64,346974,163,46.98,1059,305.21,2748,0.00791990177938405,0.00382161199398226,0.000469775833347744,0.00305210188659669,0.000576412065457354
"406","Louisiana","2012",7.1,1564,431,815.16,193,53.19,362874,136,37.48,1065,293.49,2958,0.00815158980803254,0.00431003599045399,0.000374785738300347,0.00293490302419021,0.000531865055087992
"407","Louisiana","2013",6.7,1495,396.53,786.43,156,41.38,377022,176,46.68,1138,301.84,2965,0.00786426256292736,0.00396528584538833,0.000466816260059095,0.00301839149970028,0.000413768957779652
"408","Louisiana","2014",6.4,1906,492.36,973.88,150,38.75,387113,244,63.03,1470,379.73,3770,0.00973875845037495,0.00492362695130362,0.000630306912968565,0.00379734082813029,0.000387483757972478
"409","Louisiana","2015",6.3,1666,423.44,949.56,164,41.68,393447,409,103.95,1497,380.48,3736,0.00949556102855022,0.00423436955930532,0.00103953010189428,0.00380483267123653,0.000416828696114089
"410","Maryland","1980",6.6,12476,1832.57,4208.48,311,44.13,2511419,1271,196.23,14914,2135.55,28972,0.0115361076745856,0.00496770949013287,0.00050608839066679,0.0059384754196731,0.000123834374112802
"411","Maryland","1981",7.3,13212,1908.81,4461.84,330,45.97,2551781,1283,194.98,16326,2312.08,31151,0.0122075522938685,0.00517756030004142,0.000502786093320704,0.00639788445795309,0.00012932144255326
"412","Maryland","1982",8.3,14472,2099.66,4296.67,346,48.88,2554175,1227,186.47,13949,1961.68,29994,0.0117431264498321,0.0056660174028796,0.000480389949788092,0.00546125461254613,0.000135464484618321
"413","Maryland","1983",7,13524,1941,4018.36,308,43.04,2577582,1073,160.4,13505,1873.9,28410,0.0110219577883458,0.00524677779407212,0.000416281615870998,0.00523940654458326,0.000119491833819448
"414","Maryland","1984",5.4,14650,2113.15,3983.43,296,40.76,2584828,1217,181.92,11769,1647.58,27932,0.0108061348762858,0.00566768852705093,0.000470824364329077,0.00455310759555375,0.000114514389352019
"415","Maryland","1985",4.6,15718,2281.01,4173.23,292,40.73,2599199,1225,182.15,11738,1669.35,28973,0.0111468956397721,0.00604724763282842,0.000471299042512713,0.00451600666205242,0.00011234230237854
"416","Maryland","1986",4.6,15094,2167.8,4106.44,327,44.65,2645769,1387,203.18,12137,1690.81,28945,0.0109401085279932,0.00570495761345756,0.000524233219151029,0.00458732413903103,0.000123593556353559
"417","Maryland","1987",4.4,11371,1599.71,3170.41,295,40.39,2653705,1040,147.44,10086,1382.85,22792,0.008588746676816,0.00428495254747608,0.000391904902768017,0.00380072389357521,0.000111165332996697
"418","Maryland","1988",4.3,15124,2162.79,4144.24,368,52.1,2747253,1264,184.22,12378,1745.12,29134,0.0106047750243607,0.00550513549352753,0.000460095957671172,0.00450559158548557,0.000133951987676417
"419","Maryland","1989",3.8,15903,2254.79,4425.09,435,61.55,2777796,1217,172.85,13746,1935.91,31301,0.0112682860800433,0.00572504244372157,0.000438117125951654,0.00494852753765935,0.000156598972710739
"420","Maryland","1990",4.5,16869,2424.35,4949.85,468,66.71,2786594,1580,228.52,15597,2230.25,34514,0.012385729675726,0.00605362675725276,0.000567000431350961,0.00559715552391199,0.000167946963210285
"421","Maryland","1991",6.1,16987,2402.01,5187.18,491,69.59,2831155,1635,232.74,17684,2482.85,36797,0.0129971689999311,0.00600002472489143,0.000577502821286719,0.00624621400099959,0.000173427452753382
"422","Maryland","1992",6.8,18094,2525.52,5421.34,525,73.14,2860423,1637,229.67,18796,2593.01,39052,0.0136525262172763,0.00632563785146463,0.000572292979045407,0.00657105609904549,0.000183539287720732
"423","Maryland","1993",6.2,17900,2529.65,5562.85,551,78,2852907,1560,221.26,19400,2733.97,39411,0.0138143304355873,0.00627430196638026,0.000546810674164983,0.00680008146076966,0.000193136334272376
"424","Maryland","1994",5.3,17864,2501.11,5267.82,501,70.14,2875769,1491,209.64,17807,2486.93,37663,0.0130966708383045,0.00621190366820144,0.000518470016193929,0.00619208288287411,0.000174214271034982
"425","Maryland","1995",5,18778,2672.9,5620.84,507,72.86,2864223,1507,213.91,18648,2661.18,39440,0.013769877554925,0.00655605377095289,0.000526146183450101,0.00651066624351526,0.000177011357006769
"426","Maryland","1996",5,17247,2441.58,5155.05,508,72.76,2881312,1365,192.67,17269,2448.03,36389,0.0126293160893371,0.00598581479548206,0.000473742517297675,0.00599345020601726,0.000176308570540087
"427","Maryland","1997",5,16779,2360.69,4671.81,432,60.87,2893847,1207,169.68,14760,2080.56,33178,0.0114650152547802,0.00579816417384886,0.000417091850398449,0.00510047697753198,0.000149282253000936
"428","Maryland","1998",4.4,16373,2398.65,4548.71,447,67.04,2856772,1113,161.06,12997,1921.95,30930,0.0108269053323121,0.00573129392195107,0.000389600570154006,0.00454954053036084,0.000156470309846218
"429","Maryland","1999",3.6,18911,2805.61,4789.11,436,65.92,2867595,918,133.45,11962,1784.12,32227,0.0112383373523807,0.00659472484782544,0.000320128888493668,0.00417143983024102,0.000152043785820522
"430","Maryland","2000",3.6,17589,2556.34,4429.68,372,55.58,2941996,970,136.49,11443,1681.27,30374,0.0103242832417175,0.00597859412453314,0.000329708130126622,0.00388953621962776,0.000126444767430003
"431","Maryland","2001",4,17392,2484.36,4345.49,411,60.21,2985697,878,121.72,11674,1679.2,30355,0.0101668052719348,0.0058251054946299,0.000294068688148864,0.0039099747898062,0.000137656299349867
"432","Maryland","2002",4.4,17680,2486.79,4174.75,442,63.31,3031783,774,104.21,10796,1520.41,29692,0.0097935769149705,0.00583155192835371,0.000255295316320462,0.00356094087208748,0.000145788798208843
"433","Maryland","2003",4.4,14648,2070.23,3731.5,438,64.45,3037285,794,107.96,10505,1488.87,26385,0.00868703463784268,0.00482272819310667,0.00026141768059303,0.00345868102598209,0.00014420773816089
"434","Maryland","2004",4.3,15730,2241.35,3828.61,456,67.69,3047058,773,104.58,9930,1415,26889,0.00882457767459628,0.00516235660758673,0.000253687327251401,0.00325888118965901,0.000149652550099145
"435","Maryland","2005",4.1,14778,2101.03,3835.76,478,69.91,3060868,755,101.08,11157,1563.75,27168,0.00887591362972856,0.00482804224161251,0.000246662057952189,0.00364504447757956,0.0001561648525843
"436","Maryland","2006",3.9,13590,1942.06,3628.1,442,65.83,3043026,675,91.15,10820,1529.06,25527,0.00838868941639013,0.00446594935435977,0.000221818676541048,0.00355567122988762,0.000145250155601694
"437","Maryland","2007",3.5,12725,1871.24,3482.65,460,70.83,2969033,652,91.65,9869,1448.93,23706,0.0079844178222337,0.00428590722972766,0.000219600118961291,0.00332397787427758,0.000154932599267169
"438","Maryland","2008",4.2,12211,1792.2,3378.81,387,59.07,2978336,631,88.52,9805,1439.04,23034,0.00773384869940799,0.00409994036938747,0.000211863268617107,0.0032921067334243,0.000129938327979113
"439","Maryland","2009",7,11765,1709.74,3138.59,369,56.19,3012313,631,87.99,8804,1284.68,21569,0.00716027849695566,0.00390563663204986,0.000209473583920396,0.00292267105045193,0.00012249723053348
"440","Maryland","2010",7.7,11188,1640.67,2963.51,340,52.37,3037699,679,96.48,8054,1173.98,20261,0.00666985109452912,0.00368305088818872,0.000223524450579205,0.00265134893220164,0.000111926823559543
"441","Maryland","2011",7.2,9964,1441.16,2721.64,322,48.71,3066499,747,106.37,7796,1125.38,18829,0.00614022701458569,0.00324930808717042,0.000243600275101997,0.00254231291123852,0.000105005741074757
"442","Maryland","2012",7,9875,1412.42,2684.64,303,46.19,3094341,709,100.43,7797,1125.59,18684,0.00603811926352008,0.00319130955508782,0.000229127946790609,0.00251976107352099,9.79206881206693e-05
"443","Maryland","2013",6.6,9499,1356.74,2595.59,312,48.17,3120360,702,97.91,7585,1092.76,18098,0.00579997179812586,0.00304420002820187,0.000224974041456755,0.00243080926559756,9.99884628696689e-05
"444","Maryland","2014",5.8,8985,1269.88,2448.65,292,44.23,3146751,632,87.74,7270,1046.81,17179,0.00545928165272689,0.00285532601721585,0.000200842074889306,0.00231031943741338,9.27941232083505e-05
"445","Maryland","2015",5.2,7241,1076.19,2205.74,439,67.87,2315619,804,109.05,6278,952.63,14762,0.00637496928467075,0.00312702564627428,0.000347207377379439,0.00271115412336831,0.000189582137648724
"446","Massachusetts","1980",5.6,4376,777.84,2217.99,92,16.35,562582,484,86.03,7526,1337.76,12478,0.0221798777778173,0.00777842163453505,0.00086031902904821,0.0133776053979687,0.000163531716265362
"447","Massachusetts","1981",6.5,4192,739.75,2483.06,100,17.65,566679,531,93.7,9248,1631.96,14071,0.024830636039098,0.00739748605471528,0.000937038429163601,0.0163196448077307,0.000176466747488437
"448","Massachusetts","1982",7.7,3980,701,1932.16,93,16.38,567758,366,64.46,6531,1150.31,10970,0.0193216123771043,0.00701002892077258,0.000644640850503207,0.011503140422504,0.000163802183324585
"449","Massachusetts","1983",6.8,4195,740.45,2006,90,15.89,566551,367,64.78,6713,1184.89,11365,0.0200599769482359,0.00740445255590406,0.000647779282006386,0.01184888915561,0.000158855954715463
"450","Massachusetts","1984",4.8,4476,791.94,1867.86,82,14.51,565192,460,81.39,5539,980.02,10557,0.0186786083313281,0.00791943268836077,0.000813882715962009,0.00980020948633385,0.000145083440671489
"451","Massachusetts","1985",4,5036,878.68,2074.05,87,15.18,573131,532,92.82,6232,1087.36,11887,0.0207404589875613,0.0087868218609707,0.000928234557195475,0.0108736048128613,0.000151797756533847
"452","Massachusetts","1986",3.9,5549,966.54,2159.01,105,18.29,574107,516,89.88,6225,1084.29,12395,0.0215900520286288,0.00966544563992426,0.00089878715988483,0.0108429264927966,0.000182892736023076
"453","Massachusetts","1987",3.2,5920,1027.99,2075.77,76,13.2,575882,550,95.51,5408,939.08,11954,0.0207577246727628,0.01027988372618,0.000955056765101184,0.0093908127012131,0.000131971480268527
"454","Massachusetts","1988",3.3,6291,1084.8,2099.42,93,16.04,579921,558,96.22,5233,902.36,12175,0.0209942388704668,0.0108480293005427,0.000962200023796345,0.00902364287549511,0.000160366670632724
"455","Massachusetts","1989",4.2,6471,1115.51,2227.05,99,17.07,580095,483,83.26,5866,1011.21,12919,0.0222704901783329,0.0111550694282833,0.000832622242908489,0.0101121368051785,0.00017066170196261
"456","Massachusetts","1990",6.3,6960,1211.95,2379.31,143,24.9,574283,539,93.86,6022,1048.61,13664,0.0237931472810444,0.0121194602661057,0.000938561649918246,0.0104861192130013,0.000249006152019126
"457","Massachusetts","1991",8.6,6446,1126.03,2066.37,113,19.74,572454,486,84.9,4784,835.7,11829,0.0206636690458971,0.0112602934034874,0.000848976511649844,0.00835700335747501,0.00019739577328484
"458","Massachusetts","1992",8.5,6297,1099.29,2037.63,73,12.74,572822,537,93.75,4765,831.85,11672,0.0203763123623045,0.010992943706771,0.000937463994050508,0.00831846542206829,0.000127439239414687
"459","Massachusetts","1993",7,6184,1116.51,1957.68,98,17.69,553870,480,86.66,4081,736.82,10843,0.0195767959990612,0.0111650748370556,0.000866629353458393,0.00736815498221604,0.000176936826331089
"460","Massachusetts","1994",6,5881,1056.36,1915.49,85,15.27,556724,453,81.37,4245,762.5,10664,0.0191549133861662,0.0105635826729223,0.000813688650031254,0.0076249631774452,0.000152678885767454
"461","Massachusetts","1995",5.3,5497,998.16,1737.56,96,17.43,550715,379,68.82,3597,653.15,9569,0.0173755935465713,0.00998156941430686,0.00068819625396076,0.00653150903825027,0.000174318840053385
"462","Massachusetts","1996",4.4,5211,943.13,1656.78,59,10.68,552519,414,74.93,3470,628.03,9154,0.0165677560409687,0.00943134987213109,0.000749295499340294,0.00628032701137879,0.000106783658118544
"463","Massachusetts","1997",3.9,4765,858.52,1420.84,43,7.75,555024,350,63.06,2728,491.51,7886,0.0142083945919456,0.00858521433307389,0.000630603361296088,0.00491510277033065,7.7474127244948e-05
"464","Massachusetts","1998",3.3,4703,840.38,1327.12,34,6.08,559631,356,63.61,2334,417.06,7427,0.0132712448023787,0.00840375175785473,0.000636133452221196,0.00417060527383222,6.07543184705636e-05
"465","Massachusetts","1999",3.2,4428,793.82,1302.05,31,5.56,557812,337,60.41,2467,442.26,7263,0.0130205158727313,0.00793815837594028,0.000604146199794913,0.00442263701748976,5.5574279506357e-05
"466","Massachusetts","2000",2.7,4507,765.01,1242.83,39,6.62,589141,325,55.17,2451,416.03,7322,0.0124282642016088,0.0076501211085292,0.000551650623534943,0.00416029439472045,6.61980748241932e-05
"467","Massachusetts","2001",3.7,4412,745.34,1243.53,65,10.98,591944,361,60.99,2523,426.22,7361,0.0124352979335883,0.00745340775478761,0.000609854986282486,0.00426222750800751,0.000109807684510697
"468","Massachusetts","2002",5.3,3994,669.64,1166.25,60,10.06,596444,369,61.87,2533,424.68,6956,0.0116624528036161,0.00669635372306537,0.000618666630899129,0.0042468362495054,0.0001005962001462
"469","Massachusetts","2003",5.7,4113,697.36,1216.19,39,6.61,589795,262,44.42,2759,467.79,7173,0.0121618528471757,0.00697360947447842,0.000444222144982579,0.00467789655727838,6.6124670436338e-05
"470","Massachusetts","2004",5.1,4159,716.96,1192.41,61,10.52,580087,269,46.37,2428,418.56,6917,0.0119240734579468,0.00716961421304046,0.000463723544916538,0.00418557905969277,0.000105156640297059
"471","Massachusetts","2005",4.8,4489,790.89,1317.68,73,12.86,567589,268,47.22,2649,466.71,7479,0.0131767881336671,0.00790889182137075,0.000472172646051985,0.00466710947534219,0.00012861419090222
"472","Massachusetts","2006",4.9,4485,797.49,1339.45,75,13.34,562393,275,48.9,2698,479.74,7533,0.0133945479406749,0.00797485032708444,0.000488981904113316,0.00479735700835537,0.000133358701121813
"473","Massachusetts","2007",4.6,4267,720.95,1155.18,65,10.98,591855,263,44.44,2242,378.81,6837,0.0115518159008541,0.00720953611948873,0.000444365596303149,0.00378808998825726,0.000109824196804961
"474","Massachusetts","2008",5.5,3979,658.27,1104.45,62,10.26,604465,237,39.21,2398,396.71,6676,0.0110444773477373,0.00658268055222387,0.000392082254555681,0.00396714449968154,0.00010257004127617
"475","Massachusetts","2009",8.1,3596,576.08,991.95,50,8.01,624222,269,43.09,2277,364.77,6192,0.00991954785316762,0.00576077100775045,0.00043093642966765,0.00364774070763286,8.00997081166636e-05
"476","Massachusetts","2010",8.3,3564,577.08,942.2,73,11.82,617594,256,41.45,1926,311.86,5819,0.00942204749398472,0.00577078145189234,0.000414511799013591,0.00311855361289132,0.000118200630187469
"477","Massachusetts","2011",7.3,3014,485.07,845.24,63,10.14,621359,271,43.61,1904,306.43,5252,0.00845244053759582,0.00485065799320522,0.000436140781738093,0.00306425110121524,0.000101390661437269
