"","State","Report_year","unemployment_rate","Assaults","Assaults_percapita","Crimes_percapita","Homicides","Homicides_Percapita","Population","Rapes","Rapes_percapita","Robberies","Robberies_percapita","Violent_crimes","total_crime_rate","assault_rate","rape_rate","robbery_rate","homicide_rate"
"563","Missouri","1989",5.5,12461,2986.58,5164,298,70.8,845501,837,196.58,8044,1910.04,21640,0.0255942926146746,0.0147380074062597,0.00098994560621454,0.00951388584992803,0.000352453752272321
"564","Missouri","1990",5.8,14423,3504.53,5999.51,298,72.45,831396,848,202.37,9200,2220.17,24769,0.0297920605824421,0.0173479304687538,0.00101997122911344,0.0110657255988723,0.000358433285702601
"565","Missouri","1991",6.6,15026,3608.07,6353.05,395,95.83,838046,819,194.39,10249,2454.76,26489,0.0316080501547648,0.0179298033759483,0.000977273323898688,0.0122296389458335,0.000471334509084227
"566","Missouri","1992",6.2,15117,3594.61,6145.31,381,91.38,843735,913,214.53,9430,2244.78,25841,0.0306269148488566,0.0179167629646749,0.0010820933112885,0.0111764949895406,0.000451563583352593
"567","Missouri","1993",6.2,14591,3586.01,6392.21,420,104.12,822481,834,200.69,10114,2501.39,25959,0.0315618233126358,0.0177402274338252,0.00101400518674596,0.0122969405980199,0.000510650094044726
"568","Missouri","1994",5.1,14401,3508.68,6185.94,390,95.86,829526,794,189.45,9752,2391.94,25337,0.0305439491950825,0.0173605167288307,0.000957173132608261,0.0117561113214052,0.000470148012238314
"569","Missouri","1995",4.7,12650,3145.52,5537.21,311,78.94,816974,743,178.99,8482,2133.76,22186,0.0271563109719526,0.0154839688900748,0.000909453666824158,0.0103822153458984,0.0003806730691552
"570","Missouri","1996",4.8,11170,2742.79,4708.94,270,67.57,822515,681,163.79,6967,1734.79,19088,0.0232068716072047,0.0135802994474265,0.000827948426472466,0.00847036224263387,0.000328261490671903
"571","Missouri","1997",4.3,10982,2676.86,4438.04,253,62.68,829291,642,151.89,6283,1546.62,18160,0.021898223904516,0.0132426373854292,0.000774155272395335,0.00757635136520232,0.000305079881489127
"572","Missouri","1998",4.2,10256,2631.27,4438.59,243,61.87,791883,550,134.14,6161,1611.32,17210,0.0217330085378774,0.0129514082257101,0.000694547047985624,0.00778018975025351,0.000306863513928194
"573","Missouri","1999",3.3,9385,2423.6,3982.17,247,64.49,784828,474,116.58,5271,1377.5,15377,0.0195928279826917,0.0119580341170295,0.000603953987370481,0.00671612123930339,0.000314718638988415
"574","Missouri","2000",3.6,8969,2303.07,3905.55,237,61.2,789734,422,102.38,5489,1438.9,15117,0.0191418882813707,0.0113569885556403,0.000534357137973039,0.00695044154107586,0.000300101046681541
"575","Missouri","2001",4.6,8548,2180.92,3781.47,251,65.43,794603,439,106.05,5507,1429.07,14745,0.0185564363587855,0.0107575732787316,0.000552477148966213,0.00693050491880851,0.000315881012279088
"576","Missouri","2002",5.4,8094,2073.68,3476.74,194,49.98,800654,436,105.55,4829,1247.52,13553,0.0169274118408201,0.0101092356998154,0.000544554826429394,0.00603131939639345,0.000242301918181886
"577","Missouri","2003",5.6,8354,2185.55,3561.15,156,40.14,786221,389,92.87,4676,1242.6,13575,0.017266137638145,0.010625511147629,0.00049477182624224,0.00594743717097356,0.00019841749330023
"578","Missouri","2004",5.9,8162,2128.38,3519.66,202,53.65,781802,487,121.77,4555,1215.87,13406,0.0171475642170268,0.0104399835252404,0.000622919869736839,0.00582628338121417,0.000258377440835403
"579","Missouri","2005",5.4,9066,2349.6,3864.67,257,65.99,793920,571,145.63,4965,1303.43,14859,0.0187159915356711,0.0114192865779927,0.000719216041918581,0.00625377871825877,0.000323710197501008
"580","Missouri","2006",4.8,8986,2330.2,3924.41,241,62.18,795097,658,168.77,5191,1363.26,15076,0.018961208506635,0.0113017656965125,0.000827571981783355,0.00652876315719969,0.000303107671139496
"581","Missouri","2007",5.1,9965,2512.99,4069.86,228,59.73,795922,722,177.54,5119,1319.6,16034,0.0201451901065682,0.0125200710622398,0.000907124064920934,0.00643153474837987,0.000286460231027664
"582","Missouri","2008",6.1,8161,2065.08,3461.31,282,72.35,807658,485,121.46,4724,1202.41,13652,0.0169031941737716,0.0101045244398,0.000600501697500675,0.00584901034843956,0.00034915768803132
"583","Missouri","2009",9.3,8196,2009.8,3370.48,243,60.89,839892,526,127.32,4691,1172.48,13656,0.0162592333299996,0.00975839750825106,0.000626270996747201,0.00558524191205536,0.00028932291294595
"584","Missouri","2010",9.6,7377,1963.12,3170.66,246,67.28,779081,429,111.3,3796,1028.96,11848,0.0152076613343157,0.00946884855361638,0.000550648777213152,0.00487240736200729,0.000315756641478871
"585","Missouri","2011",8.5,7026,1858.4,3060.53,221,58.66,781912,460,117.61,3798,1025.86,11505,0.0147139320025783,0.00898566590613777,0.000588301496843635,0.00485732409785244,0.000282640501744442
"586","Missouri","2012",7,7450,1956.47,3045.44,218,58.09,782740,456,117.83,3426,913.07,11550,0.0147558576283312,0.00951784756113141,0.000582568924547104,0.00437693231468942,0.000278508827963308
"587","Missouri","2013",6.7,6886,1793.05,2855.98,219,58.94,784077,725,188.74,3123,815.25,10953,0.013969291281341,0.00878230071791418,0.000924654083718818,0.00398302717717775,0.000279309302530236
"588","Missouri","2014",6.2,7123,1856.84,2936.58,238,66.78,786991,691,175.54,3188,837.44,11240,0.0142822471921534,0.00905092942613067,0.000878027830051424,0.0040508722463154,0.000302417689655917
"589","Missouri","2015",5,8052,2067.56,3234.4,297,82.32,790468,629,160.26,3493,924.26,12471,0.01577672973479,0.0101863706057677,0.000795731136491294,0.00441890120789203,0.000375726784638973
"590","Nebraska","1980",3.9,679,216.99,633.71,38,12.14,312919,213,68.07,1053,336.51,1983,0.00633710321201333,0.00216989061066921,0.000680687334422007,0.00336508808988908,0.000121437177033034
"591","Nebraska","1981",4.2,470,145.56,490.27,28,8.67,322883,186,57.61,899,278.43,1583,0.00490270469488948,0.00145563563272145,0.000576060058906787,0.00278429028471614,8.67187185451077e-05
"592","Nebraska","1982",5.6,1512,465.32,753.99,20,6.16,324936,175,53.86,743,228.66,2450,0.00753994632789226,0.00465322401949922,0.000538567594849447,0.00228660413127508,6.15505822685083e-05
"593","Nebraska","1983",5.6,1584,484,730.27,27,8.25,327276,157,47.97,622,190.05,2390,0.00730270475073027,0.004839951600484,0.000479717425047972,0.00190053655019005,8.24991750082499e-05
"594","Nebraska","1984",4.5,1654,462.28,673.58,24,6.71,357790,202,56.46,530,148.13,2410,0.00673579473993124,0.00462282344391962,0.000564576986500461,0.00148131585566953,6.70784538416389e-05
"595","Nebraska","1985",5.2,1669,459.93,688.38,24,6.61,362883,214,58.97,591,162.86,2498,0.0068837614327483,0.00459927855534704,0.000589721756048093,0.00162862410198328,6.61370193698795e-05
"596","Nebraska","1986",5,1844,554.81,820.18,30,9.03,332368,225,67.7,627,188.65,2726,0.00820175227458721,0.00554806720261878,0.000676960477542964,0.00188646319741973,9.02613970057286e-05
"597","Nebraska","1987",4.4,1749,466.48,676.39,28,7.47,374934,189,50.41,570,152.03,2536,0.00676385710551724,0.0046648210084975,0.000504088719614652,0.00152026756709181,7.46798103132818e-05
"598","Nebraska","1988",3.6,1820,481.53,733.94,28,7.41,377958,216,57.15,710,187.85,2774,0.007339439831939,0.00481534985368745,0.000571492070547521,0.00187851560226269,7.40823054413453e-05
"599","Nebraska","1989",2.9,1901,535.33,774.69,23,6.48,355110,188,52.94,639,179.94,2751,0.00774689532820816,0.00535327081749317,0.000529413421193433,0.00179944242629045,6.47686632311115e-05
"600","Nebraska","1990",2.3,2307,687.03,935.09,12,3.57,335795,217,64.62,604,179.87,3140,0.00935094328384878,0.00687026310695514,0.000646227609106747,0.00179871647880403,3.57360889828616e-05
"601","Nebraska","1991",2.7,2366,697.96,956.38,35,10.32,338987,207,61.06,634,187.03,3242,0.00956378858186302,0.00697961868744229,0.000610642886010378,0.00187027821125884,0.000103248797151513
"602","Nebraska","1992",2.9,1630,476.95,645.79,11,3.22,341753,166,48.57,400,117.04,2207,0.00645788039900162,0.00476952652939404,0.000485730922625405,0.00117043595813351,3.21869888486714e-05
"603","Nebraska","1993",2.8,2906,850.95,1141.73,32,9.37,341499,209,61.2,752,220.21,3899,0.0114173101531776,0.00850954175561275,0.000612007648631475,0.00220205622856875,9.37045203646277e-05
"604","Nebraska","1994",2.6,2762,800.64,1139.21,33,9.57,344975,217,62.9,918,266.11,3930,0.0113921298644829,0.00800637727371549,0.000629031089209363,0.00266106239582578,9.56591057322994e-05
"605","Nebraska","1995",2.6,2670,767.05,1029.91,27,7.76,348089,80,22.98,808,232.12,3585,0.0102990901752138,0.00767045209702116,0.000229826280060559,0.00232124542861165,7.75663695204387e-05
"606","Nebraska","1996",2.7,3726,1062.73,1352.51,27,7.7,350607,207,59.04,782,223.04,4742,0.0135251150148172,0.0106272835396897,0.000590404641093874,0.0022304175330213,7.70093010122445e-05
"607","Nebraska","1997",2.5,3848,1093.97,1385.38,31,8.81,351745,176,50.04,818,232.55,4873,0.0138537861234701,0.0109397432799329,0.00050036247850005,0.00232554833757409,8.81320274630769e-05
"608","Nebraska","1998",2.6,3692,1002.56,1314.57,28,7.6,368258,173,46.98,948,257.43,4841,0.0131456750430405,0.0100255798923581,0.000469779339484818,0.00257428216087634,7.60336503212422e-05
"609","Nebraska","1999",2.8,3445,925.17,1238.84,34,9.13,372364,174,46.73,960,257.81,4613,0.0123884156363129,0.00925169994951177,0.000467284699917285,0.00257812248230226,9.13085045815385e-05
"610","Nebraska","2000",2.8,2063,528.96,811.27,37,9.49,390007,189,48.46,875,224.35,3164,0.00811267490070691,0.00528964864733197,0.000484606686546652,0.00224354947475302,9.48700920752704e-05
"611","Nebraska","2001",3.1,1658,424.63,693.55,25,6.4,390456,157,40.21,868,222.3,2708,0.00693548056631221,0.00424631712664167,0.00040209396193169,0.00222304177679431,6.40277009445366e-05
"612","Nebraska","2002",3.6,1632,414.12,717.86,26,6.6,394090,173,43.9,998,253.24,2829,0.00717856327234896,0.00414118602349717,0.000438986018422188,0.00253241645309447,6.59747773351265e-05
"613","Nebraska","2003",3.9,1517,377.65,653.98,35,8.71,401692,179,44.56,896,223.06,2627,0.00653983649164036,0.0037765252979895,0.000445615048345499,0.00223056471127132,8.7131434034036e-05
"614","Nebraska","2004",3.9,1577,388.32,642.19,20,4.92,406109,187,46.05,824,202.9,2608,0.00642192120834554,0.00388319392084391,0.000460467509954224,0.00202901191552022,4.92478620271897e-05
"615","Nebraska","2005",3.8,1415,343.34,564.63,31,7.52,412128,199,48.29,682,165.48,2327,0.00564630406087429,0.00343339933224629,0.000482859694075627,0.00165482568522401,7.5219349328364e-05
"616","Nebraska","2006",3.1,1437,344.79,601.05,33,7.92,416770,187,44.87,848,203.47,2505,0.00601050939367037,0.0034479449096624,0.000448688725196151,0.00203469539554191,7.91803632699091e-05
"617","Nebraska","2007",3,1529,354.09,597.02,42,9.73,431810,189,43.77,818,189.44,2578,0.00597021838308515,0.00354090919617424,0.000437692503647438,0.00189435168245293,9.72650008105417e-05
"618","Nebraska","2008",3.3,1475,337.34,605.62,44,10.06,437238,180,41.17,949,217.04,2648,0.00605619822613771,0.00337344878532973,0.00041167510600634,0.00217044264222231,0.000100631692579328
"619","Nebraska","2009",4.6,1249,281.92,533.36,30,6.77,443037,192,43.34,892,201.34,2363,0.00533364030543724,0.00281917763076222,0.000433372381990669,0.00201337585799832,6.7714434686042e-05
"620","Nebraska","2010",4.6,1312,320.82,556.05,34,8.31,408958,205,50.13,723,176.79,2274,0.00556047320262716,0.00320815340450609,0.000501273969454076,0.00176790770690389,8.3138121763115e-05
"621","Nebraska","2011",4.4,1350,327.19,559.61,43,10.42,412608,220,53.32,696,168.68,2309,0.00559611059407476,0.00327187063750582,0.000533193733519466,0.00168683108422522,0.000104215138824259
"622","Nebraska","2012",4,1442,345,594.54,41,9.81,417970,187,44.74,815,194.99,2485,0.00594540278010384,0.00345000837380673,0.000447400531138598,0.00194990071057731,9.809316458119e-05
"623","Nebraska","2013",3.8,1505,354.05,576.13,42,9.88,425076,184,43.29,718,168.91,2449,0.00576132268112055,0.00354054333813248,0.000432863770243439,0.00168910971214559,9.88058605990458e-05
"624","Nebraska","2014",3.3,1523,347.35,560.59,32,7.3,438465,180,41.05,723,164.89,2458,0.00560592065501237,0.00347348134970864,0.00041052307481783,0.00164893435051829,7.29818799676143e-05
"625","Nebraska","2015",3,1452,321.06,514.98,48,10.61,452252,174,38.47,655,144.83,2329,0.00514978374888337,0.00321059940033433,0.000384741250453287,0.00144830758072933,0.000106135517366424
"626","Nevada","1980",6.2,1402,363.78,1147.13,92,23.87,385396,291,75.51,2636,683.97,4421,0.011471317813366,0.00363781668725155,0.000755067514971614,0.00683971810812774,0.000238715503015081
"627","Nevada","1981",7.2,1454,357.32,1142.25,106,26.05,406915,310,76.18,2778,682.7,4648,0.0114225329614293,0.00357322782399273,0.00076182986618827,0.00682697860732585,0.000260496663922441
"628","Nevada","1982",9.9,1357,319.86,1053.62,88,20.74,424252,286,67.41,2739,645.61,4470,0.0105361907545515,0.00319857066083366,0.000674127641118958,0.00645606856302386,0.000207423889575064
"629","Nevada","1983",9.6,1261,293.88,830.61,74,17.25,429080,244,56.87,1985,462.62,3564,0.00830614337652652,0.00293884590286194,0.000568658525216743,0.00462617693670178,0.000172462011746061
"630","Nevada","1984",7.9,1230,280.65,755.02,67,15.29,438264,245,55.9,1767,403.18,3309,0.00755024368873556,0.0028065275724221,0.000559023784750744,0.00403181643940639,0.000152875892156326
"631","Nevada","1985",7.7,1534,335.85,793.43,57,12.48,456749,278,60.86,1755,384.24,3624,0.0079343359262965,0.00335851857365862,0.000608649389489632,0.00384237294443994,0.000124795018708306
"632","Nevada","1986",6.2,1616,348.91,852.19,75,16.19,463158,323,69.74,1933,417.35,3947,0.00852192988137957,0.00348909011611588,0.000697386205139499,0.00417352177874505,0.000161931781379141
"633","Nevada","1987",6.1,1692,351.48,806.83,47,9.76,481393,308,63.98,1837,381.6,3884,0.00806825192721955,0.00351479975820172,0.000639809885062724,0.00381600895733839,9.76333266167144e-05
"634","Nevada","1988",5.2,1720,336.63,787.57,54,10.57,510941,363,71.05,1887,369.32,4024,0.00787566470492679,0.00336633779634048,0.000710453848878833,0.00369318571028749,0.000105687349419992
"635","Nevada","1989",4.7,1676,312.6,763.6,67,12.5,536148,305,56.89,2046,381.61,4094,0.00763595126718742,0.00312600252169177,0.000568872773935555,0.00381611047695785,0.000124965494602237
"636","Nevada","1990",4.7,1831,297.12,731.85,79,12.82,616243,371,60.2,2229,361.71,4510,0.00731854154935634,0.00297123050484955,0.000602035236100045,0.0036170796260566,0.000128196182350144
"637","Nevada","1991",5.8,1932,294.34,862.44,103,15.69,656391,433,65.97,3193,486.45,5661,0.00862443269331846,0.00294336759644785,0.000659667789473043,0.0048644786415414,0.000156918665856174
"638","Nevada","1992",6.7,1926,283.91,888.43,99,14.59,678385,393,57.93,3609,532,6027,0.00888433559114662,0.00283909579368648,0.000579317054474966,0.00531998791246858,0.000145934830516595
"639","Nevada","1993",6.8,3183,443.66,1014.86,91,12.68,717441,435,60.63,3572,497.88,7281,0.0101485697081711,0.00443660175540567,0.000606321634810389,0.00497880661963841,0.000126839698316656
"640","Nevada","1994",6.2,4934,655.61,1251.43,105,13.95,752577,574,76.27,3805,505.6,9418,0.0125143340814295,0.00655613977041552,0.000762712652658798,0.00505596105116154,0.000139520607193683
"641","Nevada","1995",5.6,5122,645.55,1200.23,118,14.87,793432,571,71.97,3712,467.84,9523,0.0120022887909739,0.0064554996521441,0.000719658395426451,0.00467840974399823,0.000148720999405116
"642","Nevada","1996",5,4123,495.97,1011.54,161,19.37,831303,475,57.14,3650,439.07,8409,0.0101154452708579,0.00495968377354587,0.000571392139809432,0.00439069749537774,0.000193671862124881
"643","Nevada","1997",4.4,4568,525.24,1040.82,146,16.79,869696,593,68.18,3745,430.61,9052,0.0104082346015159,0.00525241003753036,0.000681847450143498,0.00430610236220472,0.000167874751637354
"644","Nevada","1998",4.2,3142,345.81,776.03,116,12.77,908596,501,55.14,3292,362.32,7051,0.00776032472077799,0.00345808258015664,0.000551400182259222,0.00362317245508455,0.000127669503277584
"645","Nevada","1999",4,2371,257.03,664.86,109,11.82,922450,532,57.67,3121,338.34,6133,0.00664859884004553,0.00257032901512277,0.000576725025746653,0.00338338121307388,0.000118163586102228
"646","Nevada","2000",4.2,2450,231.01,598.66,90,8.49,1060541,443,41.77,3366,317.39,6349,0.00598656723313856,0.00231014171069294,0.000417711337892642,0.00317385183599691,8.48623485560671e-05
"647","Nevada","2001",5.2,3302,295.41,675.37,133,11.9,1117763,447,39.99,3667,328.07,7549,0.00675366781688068,0.00295411460211154,0.000399905883447564,0.00328065967472532,0.000118987656596255
"648","Nevada","2002",5.6,4574,396.52,778.56,137,11.88,1153546,494,42.82,3776,327.34,8981,0.00778555861664814,0.00396516480487124,0.000428244734063488,0.00327338484984561,0.000118764227867809
"649","Nevada","2003",5.1,4551,382.63,769.98,141,11.85,1189388,511,42.96,3955,332.52,9158,0.00769975819497086,0.0038263375786539,0.000429632718675487,0.00332523953495411,0.000118548362687365
"650","Nevada","2004",4.3,5318,428.94,789.08,131,10.57,1239805,605,48.8,3729,300.77,9783,0.00789075701420788,0.00428938421767939,0.000487979964591206,0.00300773105448034,0.000105661777456939
"651","Nevada","2005",4.1,5275,411.56,743.54,145,11.31,1281698,616,48.06,3494,272.61,9530,0.00743544891230227,0.00411563410413374,0.000480612437563295,0.00272607119617882,0.000113131174426425
"652","Nevada","2006",4,6680,507.74,982.88,152,11.55,1315625,718,54.57,5381,409.01,12931,0.00982878859857482,0.00507743467933492,0.000545748218527316,0.00409007125890736,0.000115534441805226
"653","Nevada","2007",4.5,7548,562.8,1017.11,119,8.87,1341156,723,53.91,5251,391.53,13641,0.010171076295375,0.00562798063759921,0.0005390871755411,0.00391527905776807,8.87294244666541e-05
"654","Nevada","2008",6.7,7543,557.43,984.65,120,8.87,1353175,729,53.87,4932,364.48,13324,0.00984647218578528,0.00557429748554326,0.000538732979843701,0.00364476139449812,8.86803259001977e-05
"655","Nevada","2009",11.3,7735,561.61,946.72,111,8.06,1377282,698,50.68,4495,326.37,13039,0.00946719698652854,0.00561613380556778,0.000506795267781035,0.0032636743963836,8.05935167961245e-05
"656","Nevada","2010",13.5,7886,545.26,874.52,107,7.4,1446280,652,45.08,4003,276.78,12648,0.00874519456813342,0.00545260945321791,0.000450811737699477,0.00276779046934204,7.3982907873994e-05
"657","Nevada","2011",13,6587,451.64,741.39,82,5.62,1458474,651,44.64,3493,239.5,10813,0.00741391344652013,0.00451636436439731,0.000446356945684325,0.00239496898813417,5.62231483043236e-05
"658","Nevada","2012",11.2,7102,480.06,783.97,76,5.14,1479393,596,40.29,3824,258.48,11598,0.00783970182365335,0.00480061755057649,0.000402867932996844,0.00258484391909384,5.13724209861747e-05
"659","Nevada","2013",9.6,6500,433.2,758.04,97,6.46,1500455,705,46.99,4072,271.38,11374,0.00758036728858913,0.0043320192874828,0.000469857476565442,0.00271384346748153,6.46470570593587e-05
"660","Nevada","2014",7.9,7089,463.06,841.07,122,7.97,1530899,780,50.95,4885,319.09,12876,0.00841074427509587,0.00463061247018908,0.000509504546021651,0.0031909355221997,7.96917366854378e-05
"661","Nevada","2015",6.7,8139,521.02,920.73,127,8.13,1562134,1107,70.86,5010,320.72,14383,0.00920727671249713,0.00521018043266455,0.000708645993237456,0.00320715124310719,8.12990434879466e-05
"662","New Jersey","1980",7.2,3716,1125.71,3414.08,163,49.38,330104,546,165.4,6845,2073.59,11270,0.0341407556406466,0.011257058381601,0.00165402418631704,0.0207358892954948,0.000493783777233841
"663","New Jersey","1981",7.4,3783,1136.9,3702.52,161,48.39,332746,598,179.72,7778,2337.52,12320,0.0370252384701845,0.0113690322347977,0.00179716660756253,0.0233751870796343,0.000483852548189911
"664","New Jersey","1982",8.7,3705,1107.91,3200.82,117,34.99,334414,489,146.23,6393,1911.7,10704,0.0320082293205428,0.0110790816173964,0.00146225935517054,0.0191170226126897,0.000349865735286202
"665","New Jersey","1983",8,3375,1004.42,2775.76,112,33.33,336016,553,164.58,5287,1573.44,9327,0.0277576067806295,0.0100441645635922,0.00164575496404933,0.0157343697919147,0.000333317461073282
"666","New Jersey","1984",6.2,3244,998.27,2640.32,87,26.77,324961,589,181.25,4660,1434.02,8580,0.0264031683802056,0.00998273638990525,0.00181252519533113,0.0143401823603448,0.000267724434624463
"667","New Jersey","1985",5.6,3705,1171.15,3077.55,117,36.98,316356,594,187.76,5320,1681.65,9736,0.0307754554995006,0.0117114895876797,0.00187763152903691,0.0168164978694888,0.000369836513295148
"668","New Jersey","1986",5,3994,1252.82,3186.94,113,35.45,318801,589,184.75,5464,1713.92,10160,0.0318694106982099,0.0125281915677805,0.00184754752965016,0.0171392185093522,0.00035445309142694
"669","New Jersey","1987",4.1,4038,1268.21,2803.37,81,25.44,318402,577,181.22,4230,1328.51,8926,0.0280337435066363,0.0126820811427064,0.00181217454664229,0.0132850924303239,0.00025439538696365
"670","New Jersey","1988",3.8,4672,1463.7,3049.27,115,36.03,319191,522,163.54,4424,1386,9733,0.0304927143935763,0.0146370041761829,0.00163538445632866,0.0138600399134061,0.000360285847658612
"671","New Jersey","1989",4.1,4547,1448.83,3294.68,107,34.09,313839,376,119.81,5310,1691.95,10340,0.0329468294252786,0.0144883204445592,0.00119806652455558,0.0169195033122079,0.000340939143955977
"672","New Jersey","1990",5,4225,1535.13,3881.97,112,40.69,275221,326,118.45,6021,2187.7,10684,0.0388197121585925,0.0153512995011282,0.00118450263606338,0.0218769643304835,0.000406945690917481
"673","New Jersey","1991",6.7,3869,1399.23,3400.24,88,31.83,276510,244,88.24,5201,1880.94,9402,0.0340023868937832,0.0139922606777332,0.000882427398647427,0.0188094463129724,0.00031825250443022
"674","New Jersey","1992",8.4,3926,1414.55,3500.35,87,31.35,277544,313,112.77,5389,1941.67,9715,0.0350034589110195,0.0141455048568876,0.00112774911365405,0.0194167411293344,0.000313463811143458
"675","New Jersey","1993",7.6,3977,1473.55,3787.44,96,35.57,269892,257,95.22,5892,2183.1,10222,0.0378744090228684,0.0147355238391653,0.000952232744949832,0.0218309546040638,0.000355697834689431
"676","New Jersey","1994",6.8,4331,1598.01,3840.61,96,35.42,271025,207,76.38,5775,2130.8,10409,0.0384060511022968,0.0159800756387787,0.000763767180149433,0.0213079974172124,0.000354210866156259
"677","New Jersey","1995",6.4,4573,1757.28,3985.29,102,39.2,260232,216,83,5480,2105.81,10371,0.0398529004887946,0.0175727812106121,0.000830028589873651,0.0210581327430908,0.000391957945218113
"678","New Jersey","1996",6.1,4271,1630.72,3345.05,92,35.13,261909,179,68.34,4219,1610.86,8761,0.0334505496183789,0.0163071906654601,0.000683443486096316,0.0161086484236891,0.000351267043133302
"679","New Jersey","1997",5.3,3558,1346.35,2734.7,57,21.57,264270,170,64.33,3442,1302.46,7227,0.027347031445113,0.0134635032353275,0.000643281492413062,0.0130245582169751,0.000215688500397321
"680","New Jersey","1998",4.6,2569,954.29,2093.94,60,22.29,269205,162,60.18,2846,1057.19,5637,0.0209394327742798,0.00954291339313906,0.000601771883880314,0.0105718690217492,0.000222878475511228
"681","New Jersey","1999",4.5,2263,843.31,1813.69,69,25.71,268348,103,38.38,2432,906.29,4867,0.0181368968652645,0.00843307943416757,0.000383829952151684,0.00906285867604752,0.00025712880289773
"682","New Jersey","2000",3.7,2016,736.99,1495.91,58,21.2,273546,95,34.73,1923,702.99,4092,0.0149590928034042,0.00736987563334869,0.000347290766452443,0.00702989625145314,0.000212030152149913
"683","New Jersey","2001",4.3,1819,659.48,1391.11,90,32.63,275823,91,32.99,1837,666.01,3837,0.0139110951588519,0.00659480898982318,0.000329921725164326,0.00666006823216338,0.000326296211700982
"684","New Jersey","2002",5.8,1473,527.45,1143.34,65,23.28,279269,88,31.51,1567,561.11,3193,0.0114334208236503,0.00527448445763762,0.000315108372214603,0.00561107749159413,0.000232750502203968
"685","New Jersey","2003",5.8,1261,452.7,980.43,81,29.08,278551,85,30.52,1304,468.14,2731,0.00980430872622967,0.00452699864656742,0.000305150582837613,0.00468136894141468,0.000290790555409961
"686","New Jersey","2004",4.8,1365,487.75,1024.45,84,30.02,279857,73,26.08,1345,480.6,2867,0.0102445177358437,0.00487749100433436,0.000260847504261105,0.00480602593467378,0.000300153292574422
"687","New Jersey","2005",4.5,1391,494.91,1003.69,97,34.51,281063,83,29.53,1250,444.74,2821,0.0100368956426139,0.00494906835833959,0.000295307457758581,0.00444740147226778,0.00034511835424798
"688","New Jersey","2006",4.7,1359,483.84,1010.76,105,37.38,280877,87,30.97,1288,458.56,2839,0.0101076271820049,0.00483841681590162,0.000309744122872289,0.00458563712941964,0.000373829113811384
"689","New Jersey","2007",4.3,1147,409.41,862.01,104,37.12,280158,60,21.42,1104,394.06,2415,0.00862013578052385,0.00409411831894859,0.000214164864112394,0.00394063349966804,0.000371219097794816
"690","New Jersey","2008",5.3,1155,412.81,950.72,67,23.95,279788,51,18.23,1387,495.73,2660,0.0095071983072898,0.00412812558079689,0.000182280869801421,0.00495732483165826,0.000239467025033239
"691","New Jersey","2009",9.1,1130,404.72,930.15,80,28.65,279203,68,24.36,1319,472.42,2597,0.00930147598700587,0.00404723444948657,0.00024355039165052,0.00472416127333875,0.000286529872530023
"692","New Jersey","2010",9.5,1112,401.24,1040.99,90,32.47,277140,79,28.51,1604,578.77,2885,0.0104099011330014,0.00401241249909793,0.000285054485097785,0.00578768853287147,0.000324745615934185
"693","New Jersey","2011",9.3,1114,400.63,1166.28,94,33.81,278064,58,20.86,1977,710.99,3243,0.0116627826687381,0.00400627193739571,0.000208585073939812,0.00710987398584499,0.000338051671557627
"694","New Jersey","2012",9.3,1093,391.89,1154.51,96,34.42,278906,55,19.72,1976,708.48,3220,0.0115451083877722,0.00391888306454504,0.00019719905631288,0.00708482427771364,0.000344201989200663
"695","New Jersey","2013",8.2,926,332.8,1263.63,112,40.25,278246,45,16.17,2433,874.41,3516,0.0126363002522947,0.00332799033948377,0.000161727392307526,0.00874406101076026,0.000402521509743177
"696","New Jersey","2014",6.7,944,338.22,1078.07,94,33.68,279110,49,17.56,1922,688.62,3009,0.0107806957830246,0.00338217906918419,0.000175558023718247,0.00688617390992799,0.000336784780194189
"697","New Jersey","2015",5.6,1068,382.64,1100.64,107,38.34,279110,104,37.26,1793,642.4,3072,0.0110064132420909,0.00382644835369568,0.000372612948299953,0.00642399054136362,0.000383361398731683
"698","New Mexico","1980",7.6,1630,495.69,854.53,49,14.9,328837,217,65.99,914,277.95,2810,0.00854526710802008,0.00495686312671628,0.000659901410121124,0.00277949257534888,0.000149009995833802
"699","New Mexico","1981",7.3,1620,480.94,886.18,45,13.36,336840,213,63.23,1107,328.64,2985,0.00886177413608835,0.00480940505878162,0.000632347702173139,0.00328642679016744,0.000133594584966156
"700","New Mexico","1982",9.2,1508,437.15,770.81,26,7.54,344962,199,57.69,926,268.44,2659,0.00770809538441915,0.00437149599086276,0.000576875134072738,0.00268435363895154,7.53706205321166e-05
"701","New Mexico","1983",9.7,1815,511.03,831.73,24,6.76,355163,206,58,909,255.94,2954,0.00831730782767349,0.00511032962329972,0.000580015373222999,0.00255938822456168,6.75746065890873e-05
"702","New Mexico","1984",7.8,2162,606.68,1014.41,28,7.86,356366,210,58.93,1215,340.94,3615,0.010144065370995,0.00606679649573753,0.000589281805783941,0.00340941616203566,7.85709074378588e-05
"703","New Mexico","1985",8.3,2578,722.03,1149.7,42,11.76,357051,238,66.66,1247,349.25,4105,0.0114969570173449,0.00722025705011329,0.000666571442174927,0.00349249827055519,0.000117630254501458
