"","State","Report_year","gdp_percapita","Assaults","Assaults_percapita","Crimes_percapita","Homicides","Homicides_Percapita","Population","Rapes","Rapes_percapita","Robberies","Robberies_percapita","Violent_crimes","total_crime_rate","assault_rate","rape_rate","robbery_rate","homicide_rate"
"435","Ohio","2000",42678,5599,1115.54,2945.84,160,30.9,1521158,1477,295.52,7586,1503.88,14822,0.00974389248191181,0.00368074848240617,0.000970970799877462,0.00498699017459067,0.000105183025037504
"436","Ohio","2001",41941,6307,1297.47,3445.12,214,44.3,1523891,1549,311.98,8757,1791.37,16827,0.0110421283412003,0.00413874745634694,0.00101647690025074,0.00574647399321868,0.000140429991383898
"437","Ohio","2002",42818,6081,1243.51,3505.56,231,48.94,1530286,1642,327.67,9159,1885.44,17113,0.0111828769262739,0.00397376699518913,0.00107300204014152,0.00598515571599034,0.000150952174952917
"438","Ohio","2003",43445,5554,1124.63,3306.77,254,52.79,1518894,1580,320.96,8683,1808.39,16071,0.0105807251855627,0.00365660803189689,0.00104023058883635,0.00571665962206711,0.000167226942762299
"439","Ohio","2004",44434,4880,990.63,3266.59,221,47.91,1510176,1452,297.88,9061,1930.19,15614,0.0103391922530884,0.00323141143813701,0.000961477337740767,0.0059999629182294,0.000146340558981205
"440","Ohio","2005",44684,4831,1013.67,3439.9,292,63.21,1503506,1374,287.29,9874,2075.74,16371,0.0108885498295318,0.00321315644899322,0.000913863995221835,0.00656731665853013,0.000194212726786591
"441","Ohio","2006",44532,4866,1046.59,3588.24,252,57.75,1493410,1349,277.99,10292,2205.91,16759,0.0112219685150093,0.00325831486329943,0.000903301839414494,0.00689161047535506,0.000168741336940291
"442","Ohio","2007",44399,4898,1051.49,3406.4,231,49.84,1508257,1386,275.99,9842,2029.07,16357,0.0108449687288042,0.00324745716413052,0.000918941533173723,0.00652541310930432,0.000153156922195621
"443","Ohio","2008",43548,4819,1065.34,3465.3,230,48.54,1517947,1348,267.37,9825,2084.05,16222,0.0106868026354016,0.00317468264702259,0.00088804154558756,0.00647255800103693,0.000151520441754554
"444","Ohio","2009",41593,4686,1055.08,3298.29,220,46.63,1522197,1220,239.66,9226,1956.93,15352,0.0100854225832793,0.00307844516839805,0.000801473133897912,0.00606097633880503,0.000144527942178312
"445","Ohio","2010",42668,4551,1068.91,3306.02,244,55.38,1480791,1154,239.1,8667,1942.62,14616,0.00987040034684165,0.00307335741505722,0.00077931321840827,0.00585295291502987,0.000164776798346289
"446","Ohio","2011",44190,4190,982.25,3066.55,222,50.21,1481875,1140,229.01,8183,1805.09,13735,0.0092686630113876,0.00282749894559258,0.000769295655841417,0.00552205820328975,0.000149810206663855
"447","Ohio","2012",44892,3801,899.7,2971.88,203,46.36,1487369,1162,235.89,8014,1789.94,13180,0.00886128459044124,0.00255551917513408,0.000781245272692923,0.00538803753473415,0.000136482607880089
"448","Ohio","2013",45291,3963,932.15,2994.23,206,48.06,1502036,1346,270.33,7571,1743.69,13086,0.00871217467490792,0.00263841878623415,0.000896117003853436,0.00504049170592449,0.000137147178895845
"449","Ohio","2014",46364,4364,978.9,2811.14,208,46.6,1517137,1530,305.4,6462,1480.25,12564,0.00828138790366328,0.0028764706153762,0.00100847846964381,0.00425933847767209,0.000137100340971185
"450","Ohio","2015",47109,2704,578.58,1471.3,143,31.19,1146223,1042,174.15,3503,687.38,7392,0.00644900686864598,0.00235905229610643,0.00090907266736054,0.00305612433182723,0.000124757573351782
"451","Oklahoma","1997",32588,6561,1558.58,2277.27,99,22.98,853685,687,159.48,2314,536.23,9661,0.0113168206071326,0.00768550460650006,0.000804746481430504,0.00271060168563346,0.000115967833568588
"452","Oklahoma","1998",32814,6083,1450.99,2127,94,21.92,849888,688,159.93,2121,494.16,8986,0.01057315787492,0.00715741368274408,0.000809518430663805,0.00249562295267141,0.000110602808840694
"453","Oklahoma","1999",33045,5837,1397.04,2021.36,97,22.53,856445,633,145.42,1951,456.37,8518,0.00994576417633357,0.0068153821903333,0.000739101752009761,0.00227802135572045,0.000113258878270058
"454","Oklahoma","2000",34015,5934,1365.64,1902.88,71,15.91,899181,630,138.23,1727,383.11,8362,0.00929957372319922,0.00659933873157907,0.00070063758019798,0.001920636668257,7.89607431651692e-05
"455","Oklahoma","2001",35162,6124,1403.99,1977.9,79,17.5,901642,661,144.75,1866,411.66,8730,0.00968233511748565,0.00679205272159017,0.000733106931575947,0.00206955754057597,8.76179237435701e-05
"456","Oklahoma","2002",35316,5715,1292.25,1908.64,64,13.95,910401,688,147.9,2070,454.53,8537,0.00937718653648228,0.00627745356167227,0.000755710944957222,0.00227372333729862,7.02986925541602e-05
"457","Oklahoma","2003",35780,5927,1327.65,1982.46,110,24.88,915588,637,139.02,2272,490.92,8946,0.00977077025911218,0.00647343565009589,0.000695727772753684,0.00248146546263166,0.000120141373630934
"458","Oklahoma","2004",36634,6041,1370.44,2027.62,87,19.77,914229,673,148.07,2208,489.36,9009,0.00985420501865506,0.00660775363721781,0.000736139413648003,0.00241514981476195,9.5162153027305e-05
"459","Oklahoma","2005",37662,6471,1467.24,2146.17,112,25.17,918102,661,145.74,2289,508.01,9533,0.0103833778817604,0.00704823647045753,0.000719963577031746,0.0024931870315063,0.000121990802764834
"460","Oklahoma","2006",39391,6217,1412.34,2050.61,108,24,921850,616,135.91,2176,478.36,9117,0.0098898953191951,0.00674404729619786,0.000668221511091826,0.00236047079242827,0.000117155719477138
"461","Oklahoma","2007",39716,6006,1354.44,2043.89,113,25.12,923668,625,138.51,2420,525.82,9164,0.00992131371878207,0.00650233633729868,0.000676650051750196,0.00261998900037676,0.000122338329356435
"462","Oklahoma","2008",40048,7025,1553.93,2262.73,107,23.38,935406,570,123.36,2620,562.06,10322,0.0110347806193247,0.00751010791036192,0.000609361068883458,0.00280092280785028,0.000114388832229
"463","Oklahoma","2009",38640,6429,1383.65,2046.28,133,29.34,941790,548,118.79,2366,514.5,9476,0.0100616910351565,0.006826362564903,0.000581870693041973,0.00251223733528706,0.000141220441924421
"464","Oklahoma","2010",38303,6415,1322.59,2012.7,108,23.09,971905,592,122.92,2493,544.1,9608,0.00988573986140621,0.00660043934335146,0.000609113030594554,0.00256506551566254,0.000111121971797655
"465","Oklahoma","2011",39957,6096,1249.09,1871.11,107,22.26,982309,543,114.4,2322,485.34,9068,0.0092313111251144,0.00620578657021365,0.000552779217130251,0.00236381830971721,0.000108927028053291
"466","Oklahoma","2012",41854,6320,1270.48,1909.02,127,24.8,994511,705,144.53,2271,469.22,9423,0.00947500832067217,0.00635488194700712,0.000708891103265826,0.00228353431988183,0.00012770095051739
"467","Oklahoma","2013",43069,5695,1152.97,1796.16,122,25.46,999532,823,168.93,2185,448.82,8825,0.00882913203379181,0.00569766650792571,0.000823385344341152,0.00218602305879151,0.000122057122733439
"468","Oklahoma","2014",44447,5115,999.14,1578.96,91,18.79,1017531,747,148.57,2046,412.47,7999,0.00786118555601746,0.00502687387411293,0.000734129967539073,0.00201074954964517,8.94321647202886e-05
"469","Oklahoma","2015",45042,5437,1075.15,1669.16,128,25.28,1032141,845,167.02,2046,401.71,8456,0.0081926791010143,0.00526769113909824,0.000818686594176571,0.00198228730376954,0.000124014063969942
"470","Oregon","1997",33967,5250,1108.31,1604.4,46,9.71,473696,356,75.15,1948,411.23,7600,0.016044045125988,0.011083057488347,0.000751536850638384,0.00411234209281902,9.71086941836114e-05
"471","Oregon","1998",35256,4681,957.63,1372.1,26,5.32,488813,361,73.85,1639,335.3,6707,0.0137209935087651,0.00957625922387498,0.000738523729933533,0.00335302048022454,5.3190074732055e-05
"472","Oregon","1999",35552,4501,884.31,1236.58,35,6.88,508984,340,66.8,1418,278.59,6294,0.0123658111060466,0.00884310705248102,0.000667997422315829,0.00278594219071719,6.87644405325118e-05
"473","Oregon","2000",38193,3864,730.27,1076.88,19,3.59,529121,369,69.74,1446,273.28,5698,0.0107688033549982,0.0073026774594091,0.000697383018251024,0.00273283426664222,3.59086106958522e-05
"474","Oregon","2001",37161,2963,551.69,848.29,21,3.91,537081,305,56.79,1267,235.9,4556,0.00848289177982465,0.0055168587233583,0.000567884546278867,0.00235904826273877,3.91002474487089e-05
"475","Oregon","2002",37669,2844,522.21,828.49,20,3.67,544604,354,65,1294,237.6,4512,0.00828491895028314,0.00522214306174762,0.000650013587854661,0.00237603836916365,3.67239315172125e-05
"476","Oregon","2003",38870,2732,501.04,813.54,27,4.95,545271,310,56.85,1367,250.7,4436,0.00813540423019013,0.0050103526503335,0.000568524641875324,0.00250701027562441,4.95166623568831e-05
"477","Oregon","2004",42196,2405,442.23,741.77,29,5.33,543838,313,57.55,1287,236.65,4034,0.00741765010903982,0.00442227280918215,0.000575539039199173,0.00236651355734612,5.33247033123835e-05
"478","Oregon","2005",42558,2376,439.68,713.93,20,3.7,540389,325,60.14,1137,210.4,3858,0.00713930150317642,0.004396832652034,0.000601418607706671,0.00210403986757688,3.7010375858872e-05
"479","Oregon","2006",45752,2262,417.21,714.16,20,3.69,542174,293,54.04,1297,239.22,3872,0.00714161874232258,0.0041720923541151,0.000540416914127199,0.00239222094751869,3.68885265615836e-05
"480","Oregon","2007",46504,2110,392.1,687.75,22,4.09,538133,280,52.03,1289,239.53,3701,0.00687748196077921,0.00392096377661284,0.000520317467986539,0.00239531862940946,4.08820867703709e-05
"481","Oregon","2008",48508,2037,368.34,622.94,26,4.7,553023,250,45.21,1132,204.69,3445,0.0062293973306716,0.003683391106699,0.000452060764199681,0.00204693114029615,4.70143194767668e-05
"482","Oregon","2009",47530,1797,320.37,553.57,19,3.39,560908,252,44.93,1037,184.88,3105,0.00553566716823436,0.0032037339456738,0.000449271538291485,0.00184878803654075,3.38736477283262e-05
"483","Oregon","2010",49602,1794,307.31,522.63,22,3.77,583776,230,39.4,1005,172.16,3051,0.00522631968426246,0.00307309653017596,0.000393986734637943,0.00172155073178753,3.76856876610207e-05
"484","Oregon","2011",51260,1842,312.21,514.75,20,3.39,589991,258,43.73,917,155.43,3037,0.00514753614885651,0.00312208152327747,0.000437294806191959,0.00155426099720165,3.38988221854232e-05
"485","Oregon","2012",49391,1892,316.37,517.19,20,3.34,598037,231,38.63,950,158.85,3093,0.0051719208008869,0.0031636838523369,0.000386263726157412,0.00158853047553914,3.34427468534556e-05
"486","Oregon","2013",48280,1776,291.56,482.82,14,2.3,609136,234,38.42,917,150.54,2941,0.00482815003546006,0.00291560505371543,0.000384150665861154,0.0015054109427123,2.29833731711802e-05
"487","Oregon","2014",48378,1776,288.47,472.82,26,4.22,615672,262,42.56,847,137.57,2911,0.0047281669460362,0.00288465286711106,0.00042555126755805,0.00137573253290713,4.22302784599592e-05
"488","Pennsylvania","1997",38759,7208,692.5,2046.19,468,41.57,1877657,825,92.18,13481,1219.92,21982,0.0117071435304744,0.00383882679317895,0.000439377372970676,0.00717969256365779,0.000249246800667001
"489","Pennsylvania","1998",39924,10049,980.86,2355.4,374,33.48,1803647,946,106.65,13013,1234.42,24382,0.0135181662487172,0.00557148932135834,0.000524492874714398,0.00721482640450155,0.000207357648142902
"490","Pennsylvania","1999",41016,11979,1113.74,2482.15,341,34.46,1782454,1072,104.83,12685,1229.12,26077,0.0146298305594422,0.00672051003840772,0.000601418045009857,0.00711659319118474,0.000191309284839889
"491","Pennsylvania","2000",41857,12564,1172.5,2460.58,356,31.86,1858797,1149,104.79,12010,1151.43,26079,0.0140300420110426,0.00675921039252807,0.000618141733605122,0.00646116816414057,0.000191521720768863
"492","Pennsylvania","2001",42458,11868,1097.47,2277.88,364,36.46,1859716,1148,106.04,10988,1037.92,24368,0.0131030759535327,0.00638161955911548,0.000617298555263277,0.00590842902894851,0.000195728810205429
"493","Pennsylvania","2002",42756,11848,1226.14,2423.52,335,32.61,1866755,1183,111.11,10485,1053.65,23851,0.0127767168160792,0.00634684251548811,0.000633720011463743,0.00561669849551762,0.000179455793609767
"494","Pennsylvania","2003",43553,11372,1158.43,2439.86,415,43.24,1831205,1140,107.68,11252,1130.51,24179,0.0132038739518514,0.00621011847390106,0.000622540895202886,0.00614458785335339,0.000226626729394033
"495","Pennsylvania","2004",44585,11806,1257.21,2526.97,376,35.99,1818455,1100,97.06,11359,1136.69,24641,0.0135505140352662,0.00649232452823963,0.000604909112405861,0.00624651146165289,0.000206768932967822
"496","Pennsylvania","2005",45035,11727,1168.44,2490.43,440,44.65,1803695,1141,104.89,11686,1172.45,24994,0.0138571099881077,0.0065016535500736,0.000632590321534406,0.0064789224342253,0.000243943682274442
"497","Pennsylvania","2006",45021,12139,1210.82,2632.42,463,45.04,1789180,1062,96.97,12693,1279.58,26357,0.0147313294358309,0.00678467230798466,0.000593568003219352,0.00709431136051152,0.000258777764115405
"498","Pennsylvania","2007",46330,11252,1204.44,2582.15,444,43.97,1747712,1085,107.92,11854,1225.83,24635,0.0140955718104585,0.00643813168302329,0.000620811666910795,0.00678258202724476,0.000254046433279625
"499","Pennsylvania","2008",46862,11393,1198.36,2525.39,403,46.21,1750874,1174,115.94,11159,1164.89,24129,0.013781117316266,0.00650703591463463,0.000670522264880283,0.00637338837631948,0.000230170760431647
"500","Pennsylvania","2009",45312,10493,1078.12,2226.93,341,32,1859837,1012,95.05,10404,1021.75,22250,0.0119634139981084,0.00564189227335514,0.000544133706340932,0.0055940386173627,0.000183349401049662
"501","Pennsylvania","2010",46388,10420,1071.87,2128.04,361,37.93,1833636,1011,83.38,9553,934.86,21345,0.0116408054815678,0.00568269820182414,0.000551363520349731,0.00520986717101977,0.000196876588374138
"502","Pennsylvania","2011",46868,10104,980.56,1995.62,368,35.42,1839482,900,76.12,9372,903.51,20744,0.0112770877888449,0.00549285070470926,0.00048926817440997,0.00509491258952249,0.000200056320203188
"503","Pennsylvania","2012",47536,9783,923.04,1912.04,372,34.65,1851069,927,72.24,9118,882.12,20200,0.0109126131981034,0.00528505420381412,0.000500791704685239,0.00492580233367854,0.000200964955925468
"504","Pennsylvania","2013",48380,9166,897.76,1833.63,292,30.53,1860785,1357,107.7,8518,797.64,19333,0.0103897011207635,0.0049258780568416,0.000729262112495533,0.004577637932378,0.000156923019048412
"505","Pennsylvania","2014",49193,8809,906.59,1819.53,317,38.34,1866675,1298,107,7956,767.59,18380,0.0098463846143544,0.00471908607550859,0.000695354038598042,0.00426212382980433,0.000169820670443436
"506","Pennsylvania","2015",50540,8935,876.55,1735.11,337,36.43,1874680,1404,111.04,7623,711.09,18299,0.0097611325666247,0.00476614675571297,0.000748927817014104,0.0040662939808394,0.000179764013058229
"507","Tennessee","1997",36910,11566,2002.55,3603.38,250,42.71,1169400,1488,250.54,7823,1307.58,21127,0.0180665298443646,0.00989054215837181,0.00127244740892766,0.00668975543013511,0.00021378484693005
"508","Tennessee","1998",38257,9795,1766.43,3130.19,212,37.54,1128366,1205,211.64,6395,1114.59,17607,0.0156039795598237,0.00868069403012852,0.00106791590671821,0.0056674873223759,0.000187882300601046
"509","Tennessee","1999",38930,9998,1800.68,3017.78,186,32.35,1132786,1148,200.78,5675,983.98,17007,0.0150134270727216,0.00882602715782151,0.00101343060383868,0.00500977236653702,0.000164196944524385
"510","Tennessee","2000",38892,11058,1869.44,3102.18,219,35.63,1203268,980,161.69,6337,1035.42,18594,0.0154529165572424,0.00918997264117387,0.000814448651505733,0.00526649092305289,0.000182004341509955
"511","Tennessee","2001",38631,11996,1997.38,3294.84,220,35.23,1210957,902,148.96,6847,1113.27,19965,0.0164869603132068,0.00990621467153664,0.000744865424618711,0.00565420572324203,0.000181674493809442
"512","Tennessee","2002",39514,11644,1926.08,3121.44,212,33.73,1223037,920,149.93,6324,1011.69,19100,0.0156168619592048,0.00952056233785241,0.000752225811647563,0.0051707348183252,0.000173338991379656
"513","Tennessee","2003",40463,11166,1863.96,3078.66,198,32.25,1208746,784,129.04,6496,1053.42,18644,0.0154242495942076,0.00923767276168856,0.000648606076049062,0.0053741646301208,0.000163806126349125
"514","Tennessee","2004",41777,11801,1970.8,3098.64,166,27.03,1207660,843,139.81,5898,961,18708,0.0154911150489376,0.00977179007336502,0.000698044151499594,0.00488382491760926,0.00013745590646374
"515","Tennessee","2005",41868,13735,2219.65,3473.62,233,37.37,1236022,745,120.82,6906,1095.77,21619,0.0174907889989013,0.0111122617558587,0.000602740080678176,0.00558727919082346,0.00018850797154096
"516","Tennessee","2006",42177,13401,2148.76,3518.5,229,36.16,1241641,754,120.81,7738,1212.78,22122,0.0178167441313552,0.0107929747809552,0.000607260874922784,0.00623207513282825,0.000184433342648962
"517","Tennessee","2007",41172,13247,2136.16,3461.09,204,32.51,1233433,740,118.64,7387,1173.78,21578,0.0174942619501829,0.0107399429073164,0.000599951517431429,0.00598897548549455,0.000165392039940556
"518","Tennessee","2008",40949,13268,2071.31,3314.43,214,33.15,1274227,657,102.78,7165,1107.18,21304,0.016719156005955,0.0104125873961233,0.000515606716856573,0.00562301693497312,0.000167944958001989
"519","Tennessee","2009",39096,12064,1872.92,2949.24,211,32.73,1277597,646,100.43,6110,943.17,19031,0.0148959335377275,0.00944272724497631,0.000505636753999892,0.00478241573829619,0.000165153800455073
"520","Tennessee","2010",39370,11255,1789.23,2732.13,144,22.85,1251898,765,121.82,5039,798.24,17203,0.0137415348534785,0.00899034905399641,0.0006110721480504,0.0040250883059163,0.000115025345515369
"521","Tennessee","2011",40188,11659,1835.4,2767.42,167,26.08,1265514,793,125.35,4972,780.59,17591,0.0139002808345068,0.00921285738443036,0.000626622858380073,0.0039288384008395,0.000131962190856838
"522","Tennessee","2012",41083,12703,1979.05,2914.58,197,30.53,1278322,731,113.9,5100,791.11,18731,0.0146528026584851,0.00993724585824229,0.000571843400958444,0.00398960512296589,0.000154108276318486
"523","Tennessee","2013",41493,11729,1807.35,2704.6,160,24.52,1293364,921,142.48,4747,730.27,17557,0.0135746781261888,0.00906859940434402,0.000712096517299074,0.0036702737976316,0.000123708406914063
"524","Tennessee","2014",41852,12704,1948.68,2869.11,181,27.7,1302611,1010,155.06,4814,737.66,18709,0.0143626915479756,0.00975271972983492,0.000775365784566536,0.00369565434346862,0.000138951690105488
"525","Tennessee","2015",42647,12472,1895.52,2841.16,207,31.46,1315965,1037,157.6,4978,756.57,18694,0.0142055449802996,0.00947745570740863,0.000788014878815166,0.00378277537776461,0.000157299016311224
"526","Texas","1997",41366,31504,3619.01,6096.94,708,73.31,5857649,3052,358.25,20087,2046.38,55351,0.00944935416922386,0.00537826694634656,0.000521028146275067,0.00342919147255153,0.000120867604050704
"527","Texas","1998",43009,31796,3438.63,5758.07,721,70.95,5973172,3003,351.34,19152,1897.17,54672,0.00915292578214724,0.00532313484359734,0.00050274795368357,0.0032063365997162,0.000120706385150135
"528","Texas","1999",43825,33044,3500.87,5825.03,641,62.25,6027906,2783,311.5,20091,1950.4,56559,0.00938286031666718,0.00548183730801376,0.00046168603160036,0.00333299822525434,0.000106338751798718
"529","Texas","2000",44432,34699,3504.73,5753.84,673,62.66,6374744,2890,315.39,20646,1871.05,58908,0.00924084167144594,0.00544319897395095,0.00045335153850884,0.00323871829206004,0.000105572866926107
"530","Texas","2001",44784,36084,3496.28,6016.41,735,65.63,6519408,3051,322.95,24431,2131.54,64301,0.0098630121017123,0.00553485837977927,0.000467987277372424,0.00374742614666853,0.000112740297892079
"531","Texas","2002",44661,36107,3398.09,5931.92,658,56.25,6658472,2962,311.41,25558,2166.19,65285,0.00980480206269546,0.005422715602018,0.000444846805693559,0.00383841818363132,9.88214713525866e-05
"532","Texas","2003",44330,32010,2969.4,5378.38,703,58.96,6684607,2761,290.38,24900,2059.67,60374,0.00903179498809728,0.00478861360136804,0.000413038492764047,0.00372497590359463,0.000105166990370563
"533","Texas","2004",45691,32235,2939.17,5328.8,717,59.39,6740329,3165,329.1,23828,2001.14,59945,0.00889348279586946,0.00478240750562769,0.000469561648993692,0.00353513901176041,0.00010637462948767
"534","Texas","2005",45966,31910,2929.71,5276.5,746,62.02,6806118,3129,329.96,23941,1954.8,59726,0.00877534006903789,0.00468842885180657,0.000459733433948691,0.0035175705152335,0.000109607268049129
"535","Texas","2006",47595,31661,2898.62,5290.54,780,58.84,6954272,3095,318.49,24776,2014.58,60312,0.0086726547365418,0.00455274110647383,0.000445050179227962,0.00356270217788433,0.000112161272955674
"536","Texas","2007",48954,29500,2698.04,5078.72,791,60.67,7101142,2918,301.12,25440,2018.9,58649,0.00825909410063902,0.00415426138499976,0.0004109198210654,0.00358252236048793,0.000111390534085926
"537","Texas","2008",48282,32213,2787.55,4964.48,692,53.97,7309443,2641,260.47,24001,1862.5,59547,0.00814658517755731,0.00440703894947946,0.000361313440709504,0.00328356073096131,9.4672056407034e-05
"538","Texas","2009",47034,29992,2591.91,4670.66,642,46.75,7428315,2914,275.85,23539,1756.15,57087,0.00768505374368211,0.00403752398760688,0.000392282772068767,0.00316882092372227,8.64260602841964e-05
"539","Texas","2010",47417,29905,2643.39,4498.76,618,49.58,7170829,2572,248.77,19868,1557.02,52963,0.00738589638659631,0.00417036858639357,0.000358675405591181,0.00277066989046873,8.61825041428264e-05
"540","Texas","2011",48339,28614,2489.95,4143.47,536,45.08,7321721,2609,249.39,17282,1359.07,49041,0.00669801539829229,0.00390809756340074,0.00035633698689147,0.00236037401589053,7.32068321095546e-05
"541","Texas","2012",50231,27833,2409.66,4093.61,577,46.39,7456778,2619,248.15,18603,1389.38,49632,0.00665595784130894,0.00373257726058091,0.000351224080963655,0.00249477723488617,7.73792648782088e-05
"542","Texas","2013",51844,27363,2323.58,4039.4,532,41.8,7542026,2854,265.27,19324,1408.75,50073,0.00663919747823728,0.0036280702294052,0.000378412909210337,0.00256217626404364,7.05380755781006e-05
"543","Texas","2014",53385,27095,2257.88,4026.33,580,43.83,7692874,4352,410.38,18740,1314.23,50767,0.00659922416511696,0.00352209070368239,0.000565718351814939,0.002436020660159,7.53944494606307e-05
"544","Texas","2015",54964,27666,2259.24,4014.62,637,43.93,7882885,4350,389.74,19290,1321.69,51943,0.00658933880172044,0.0035096287716997,0.000551828423223223,0.00244707362850023,8.08079782972858e-05
"545","Utah","1997",35533,685,369.17,790.61,21,11.32,185553,141,75.99,620,334.14,1467,0.00790609691031673,0.00369166760979343,0.000759890705081567,0.00334136338404661,0.000113175211395127
"546","Utah","1998",36974,705,394.78,820.37,16,8.96,178579,146,81.76,598,334.87,1465,0.0082036521651482,0.00394783261189726,0.000817565335229786,0.00334865801690008,8.95962011210725e-05
"547","Utah","1999",38084,610,344.61,710.69,16,9.04,177010,147,83.05,485,274,1258,0.00710694311055873,0.0034461329868369,0.000830461555844303,0.00273995819445229,9.03903734252302e-05
"548","Utah","2000",38695,578,318.03,715.85,10,5.5,181743,137,75.38,576,316.93,1301,0.0071584600232196,0.00318031506027742,0.000753811701138421,0.00316931050989584,5.50227519079139e-05
"549","Utah","2001",38849,546,295.58,631.22,18,9.74,184723,121,65.5,481,260.39,1166,0.00631215387363783,0.00295577702830725,0.000655034835943548,0.00260389881065162,9.74431987354038e-05
"550","Utah","2002",38764,639,338.98,656.75,11,5.84,188504,110,58.35,478,253.58,1238,0.00656749989390146,0.0033898484912787,0.000583541993803845,0.00253575520943853,5.83541993803845e-05
"551","Utah","2003",39094,697,378.76,704.26,15,8.15,184022,80,43.47,504,273.88,1296,0.00704263620654052,0.0037875906141657,0.000434730630033366,0.0027388029692102,8.15119931312561e-05
"552","Utah","2004",40089,758,414.73,727.15,14,7.66,182768,93,50.88,464,253.87,1329,0.00727151361288628,0.00414733432548367,0.000508841810382562,0.00253873763459687,7.65998424231813e-05
"553","Utah","2005",41657,797,431.68,704.66,9,4.87,184627,76,41.16,419,226.94,1301,0.00704663998223445,0.00431681173392841,0.000411640767601705,0.00226944054769887,4.87469330054651e-05
"554","Utah","2006",44004,893,485.59,817.83,8,4.35,183901,95,51.66,508,276.24,1504,0.00817831333162952,0.00485587354065503,0.000516582291559045,0.00276235583275784,4.35016666576038e-05
"555","Utah","2007",45293,868,486.41,842.82,17,9.53,178449,115,64.44,504,282.43,1504,0.00842817835908299,0.00486413485085375,0.000644441829318181,0.00282433636501185,9.52653138992093e-05
"556","Utah","2008",43375,850,470.88,788.86,12,6.65,180514,76,42.1,486,269.23,1424,0.00788858481890601,0.00470877605061103,0.000421019976289928,0.00269231195364348,6.64768383615675e-05
"557","Utah","2009",41563,767,424.4,710.48,3,1.66,180724,103,56.99,411,227.42,1284,0.0071047564241606,0.00424404063655076,0.000569929837763662,0.00227418605165888,1.65998981872911e-05
"558","Utah","2010",41499,780,418.37,694.06,8,4.29,186440,147,78.85,359,192.56,1294,0.00694057069298434,0.00418365157691482,0.000788457412572409,0.00192555245655439,4.29092469427162e-05
"559","Utah","2011",41987,753,396.24,647.24,7,3.68,190038,128,67.35,342,179.96,1230,0.0064723897325798,0.00396236542165251,0.000673549500626191,0.0017996400719856,3.68347383154948e-05
"560","Utah","2012",41921,854,443.72,676.49,8,4.16,192465,123,63.91,317,164.71,1302,0.00676486633933442,0.0044371703946172,0.000639077234821916,0.0016470527108825,4.15659990128075e-05
"561","Utah","2013",42248,846,444.69,781.62,7,3.68,190246,213,111.96,421,221.29,1487,0.00781619587271217,0.00444687404728615,0.00111960304027417,0.00221292431903956,3.67944661122967e-05
"562","Utah","2014",42970,773,401.83,754.8,7,3.64,192368,223,115.92,449,233.41,1452,0.007548032936871,0.00401833984862347,0.00115923646344506,0.00233406803626383,3.63885885386343e-05
"563","Utah","2015",43688,874,455.23,855.24,8,4.17,191992,291,151.57,469,244.28,1642,0.00855243968498687,0.00455227301137547,0.00151568815367307,0.00244281011708821,4.16684028501188e-05
"564","Virginia","1997",43069,803,139.46,344.02,35,6.12,1315399,173,31.13,962,167.32,1973,0.00149992511777795,0.000610461160453976,0.00013151902958722,0.000731337031577491,2.66078961592642e-05
"565","Virginia","1998",44745,771,133.86,326.8,29,4.9,1323637,204,32.78,872,155.26,1876,0.00141730701091009,0.000582485983694925,0.000154120805024338,0.000658790892064818,2.19093301260089e-05
"566","Virginia","1999",46223,654,121.62,302.15,27,4.4,1341562,173,31.75,765,144.38,1619,0.00120680222009866,0.000487491446537693,0.000128954159405231,0.000570230820491338,2.01257936644002e-05
"567","Virginia","2000",47313,395,90.97,238.24,13,2.8,1358898,131,26.96,558,117.51,1097,0.000807271774629148,0.000290676710098918,9.6401643096097e-05,0.000410626846165054,9.56657526907833e-06
"568","Virginia","2001",48194,391,85.25,220.32,14,2.99,1379869,143,29.09,539,103.01,1087,0.000787755939150745,0.000283360232022025,0.000103633026033631,0.000390616790434454,1.01458906606352e-05
"569","Virginia","2002",47962,506,99.32,268.99,11,1.51,1400174,179,35.75,744,132.39,1440,0.00102844360772304,0.000361383656602679,0.000127841254015572,0.000531362530656904,7.85616644788433e-06
"570","Virginia","2003",49191,613,110.17,278.68,30,6.08,1412402,176,33.18,761,129.25,1580,0.00111866168413809,0.000434012412896612,0.000124610415448293,0.00053879844406904,2.12404117241409e-05
"571","Virginia","2004",50400,578,104.97,287.68,17,3.59,1417246,173,35.06,832,144.07,1600,0.00112895009052769,0.000407833220203126,0.000122067728538306,0.000587054047074396,1.19950947118567e-05
"572","Virginia","2005",52305,605,110.38,313.76,33,5.69,1427034,157,28.21,919,169.49,1714,0.0012010926158732,0.000423956261728873,0.000110018401804021,0.000643993065336916,2.31248870033931e-05
"573","Virginia","2006",52866,722,128.66,361.44,33,5.72,1422165,170,31.71,1094,195.35,2019,0.00141966649439411,0.000507676676053763,0.000119536059458642,0.00076924970028091,2.32040586007953e-05
"574","Virginia","2007",52657,740,130.52,338.07,31,5.21,1412335,144,25.54,1042,176.8,1957,0.00138564858903872,0.000523955010673813,0.000101958812887877,0.000737785298813667,2.19494666633624e-05
