"","State","Report_year","gdp_percapita","Assaults","Assaults_percapita","Crimes_percapita","Homicides","Homicides_Percapita","Population","Rapes","Rapes_percapita","Robberies","Robberies_percapita","Violent_crimes","total_crime_rate","assault_rate","rape_rate","robbery_rate","homicide_rate"
"1","Arizona","1997",34434,11342,1761.35,2666.22,238,28.92,2009063,845,132.32,5621,743.61,18046,0.00898229672240243,0.00564541778928784,0.000420594077935834,0.00279782167109742,0.000118463184081335
"2","Arizona","1998",36311,10627,1598.99,2527.72,241,27.73,2057957,830,138.97,5750,762.04,17448,0.00847831125723229,0.0051638591088152,0.00040331260565697,0.00279403311147901,0.00011710643128112
"3","Arizona","1999",38300,10130,1492.11,2324.35,259,27.54,2065704,779,120.98,5470,683.74,16638,0.00805439695135412,0.00490389717016572,0.000377111144675133,0.00264800765259689,0.000125380983916379
"4","Arizona","2000",39185,9925,1421.73,2275.3,227,27.62,2204119,897,135.15,5640,690.78,16689,0.00757173274219768,0.00450293291786877,0.000406965322652724,0.00255884550698034,0.00010298899469584
"5","Arizona","2001",39170,9997,1409.38,2342.29,268,27.78,2280029,827,118.88,6779,786.25,17871,0.00783805820013693,0.00438459335385646,0.00036271468476936,0.00297320779691837,0.000117542364592731
"6","Arizona","2002",39323,10681,1479.47,2322.27,246,26.9,2344092,877,125.08,6015,690.83,17819,0.00760166409850808,0.00455656177317273,0.000374132073314529,0.00256602556554947,0.00010494468647135
"7","Arizona","2003",40769,9918,1339.66,2145.25,302,29.51,2354415,972,128.18,5585,647.89,16777,0.00712576160107713,0.00421251138817923,0.000412841406464026,0.00237213915133908,0.00012826965509479
"8","Arizona","2004",41063,9862,1338.8,2156.8,279,29.61,2396466,1001,136.22,5696,652.19,16838,0.00702617938247403,0.00411522633744856,0.000417698394218821,0.00237683322025015,0.000116421430556494
"9","Arizona","2005",43018,10228,1295.26,2186.62,304,31.8,2448083,1105,150.64,6382,708.91,18019,0.00736045305653444,0.00417796292037484,0.000451373584964235,0.00260693775496991,0.000124178796225455
"10","Arizona","2006",44086,9954,1169.81,2046.78,312,30.68,2512380,1047,135.34,6546,710.98,17859,0.00710839920712631,0.00396198027368471,0.000416736321734769,0.00260549757600363,0.000124185035703198
"11","Arizona","2007",44168,9247,1114.07,1997.06,283,27.95,2519573,961,124.45,6994,730.6,17485,0.00693966795167276,0.00367006631679257,0.000381413834804548,0.00277586718066911,0.000112320619406542
"12","Arizona","2008",41800,8938,1104.28,1964.88,248,26.32,2571576,888,112.08,6932,722.19,17006,0.00661306529536751,0.00347568961601757,0.000345313535357306,0.00269562322871266,9.64389152799684e-05
"13","Arizona","2009",38232,7656,915.57,1620.95,171,17,2616211,849,96.03,5614,592.35,14290,0.00546209766719886,0.00292636947096392,0.00032451510982868,0.00214585138584006,6.53617005662005e-05
"14","Arizona","2010",37936,7287,935.24,1601.6,182,21.25,2404789,804,94.73,4849,550.39,13122,0.00545661178589889,0.00303020348146968,0.000334332866625721,0.00201639312222403,7.56823155794542e-05
"15","Arizona","2011",38248,7304,930.01,1616.47,184,21.4,2438832,894,106.22,4984,558.82,13366,0.00548049230123272,0.00299487623583748,0.000366568914956012,0.0020436011992626,7.54459511766288e-05
"16","Arizona","2012",38537,8726,1044.18,1760.65,179,19.28,2468435,962,119.55,5245,577.64,15112,0.00612209760435255,0.00353503333083512,0.000389720612452829,0.00212482807932962,7.25155817349859e-05
"17","Arizona","2013",38292,8713,1008.76,1668.97,187,21.62,2483780,1054,127.87,4713,510.7,14667,0.0059051123690504,0.00350795964215832,0.000424353203584859,0.00189751105170345,7.52884716037652e-05
"18","Arizona","2014",38293,8083,988.69,1683.37,162,16.9,2519272,1657,195.95,4409,481.81,14311,0.0056806093188826,0.00320846657288296,0.000657729693339981,0.00175010876157874,6.43042910809154e-05
"19","Arizona","2015",38276,8380,975.32,1667.9,159,16.43,2560453,1679,195.97,4487,480.17,14705,0.00574312436119702,0.00327285835748596,0.000655743339166936,0.00175242427804767,6.2098386496452e-05
"20","California","1997",41345,68537,6197.57,10749.12,1147,114.26,8912997,3424,371.18,40321,4066.08,113429,0.0127262468505263,0.00768955717139813,0.000384158100804926,0.00452384310238184,0.00012868847594137
"21","California","1998",43098,62287,5574.82,9406.96,863,85.17,8972797,3390,366.78,32502,3380.19,99042,0.0110380297247335,0.00694175963191856,0.000377808614192431,0.00362228188155823,9.61795970643268e-05
"22","California","1999",45541,58106,4948.31,8267.5,874,85.52,9145835,3124,334.3,28908,2899.37,91012,0.00995119636424668,0.00635327446865158,0.000341576247548748,0.00316078302309193,9.55626249544191e-05
"23","California","2000",48223,59556,4736.14,7907.26,985,86.11,9272569,3364,338.86,29538,2746.16,93443,0.010077358281184,0.00642281551099809,0.000362790506061481,0.00318552496077409,0.000106227303350344
"24","California","2001",47216,60103,4761.66,8018.32,1043,90.51,9447383,3326,338.45,31669,2827.67,96141,0.0101764689755883,0.00636186761984774,0.000352055167023503,0.00335214524487893,0.000110400943838098
"25","California","2002",47880,57718,4428.08,7763.09,1194,105.9,9613783,3340,325.96,31947,2903.17,94199,0.00979832808791295,0.00600367201964097,0.000347417868699554,0.00332304151237863,0.000124196687193792
"26","California","2003",49501,54646,4241.22,7417.81,1060,99.59,9604271,3106,317.36,30569,2759.64,89381,0.00930638046344173,0.00568976031600941,0.000323397788338126,0.00318285479449716,0.000110367564597042
"27","California","2004",51520,50720,4210.31,7323.94,1096,101.91,9655760,2911,304.24,28302,2707.53,83029,0.00859890883783358,0.00525282318533186,0.000301478081476756,0.00293110019304539,0.000113507377979569
"28","California","2005",53320,40716,4082.66,7352.81,1066,102.14,9660218,2878,299.53,28899,2868.5,73559,0.00761463147104962,0.0042148117154292,0.000297922883313813,0.0029915473957213,0.000110349476585311
"29","California","2006",54842,38681,4115.97,7820.82,1093,113.56,9683440,2769,295.66,31857,3295.65,74400,0.00768322001272275,0.00399455152301248,0.00028595209966706,0.00328984327883479,0.000112873111208414
"30","California","2007",55154,37046,4070.33,7679.71,972,104.53,9595687,2590,279.24,30689,3225.61,71297,0.00743010896457961,0.00386069283001832,0.000269912930673958,0.00319820769476954,0.000101295509117794
"31","California","2008",54454,35063,3904.65,7354.1,947,99.38,9683667,2649,283.99,30195,3066.11,68854,0.00711032297992073,0.0036208390891591,0.000273553396662649,0.00311813696195873,9.77935321402522e-05
"32","California","2009",51733,32221,3550.72,6672.01,744,79.2,9762944,2589,282.12,27435,2759.98,62989,0.00645184485335571,0.00330033645588872,0.000265186402789978,0.00281011547336541,7.62065213116044e-05
"33","California","2010",51869,30395,3397.55,6351.2,676,72.27,9722760,2504,270.13,25117,2611.26,58692,0.006036557520704,0.00312616993528587,0.000257540040070926,0.00258331996264435,6.95275827028539e-05
"34","California","2011",52067,28175,3136.87,6014.19,712,75.35,9831203,2142,212.57,24073,2589.41,55102,0.0056048074686282,0.00286587511213022,0.000217877710388037,0.00244863217655052,7.24224695594222e-05
"35","California","2012",52912,28176,3162.34,6320.09,779,87.08,9917233,2354,233.02,24485,2837.64,55794,0.00562596441971264,0.00284111505699221,0.000237364595547972,0.00246893463126257,7.85501359098854e-05
"36","California","2013",53746,26593,2922.21,6124.24,646,70.21,9978837,2113,202.5,24096,2929.32,53448,0.00535613518890027,0.0026649398121244,0.000211748122551756,0.00241471025130484,6.47370029192781e-05
"37","California","2014",55247,29622,3091.78,5699.12,618,63.2,10124445,2809,246.89,20994,2297.28,54043,0.00533787284142489,0.00292579000626701,0.000277447306988186,0.00207359514521537,6.10403829543249e-05
"38","California","2015",56851,33263,3085.5,5916.86,703,71.71,10276725,4532,358.28,22822,2401.37,61320,0.00596688147245353,0.00323673154628542,0.000440996523697968,0.00222074639537401,6.84070070961323e-05
"39","Colorado","1997",43558,2774,696.67,1293.37,86,19.49,792760,579,151.24,1754,425.97,5193,0.00655053231747313,0.00349916746556335,0.000730359755789899,0.00221252333619254,0.000108481759927342
"40","Colorado","1998",46692,2283,596.33,1142.48,79,20.68,771808,509,134.84,1541,390.64,4412,0.00571644761391434,0.00295798955180563,0.000659490443219039,0.0019966105559932,0.000102357062896472
"41","Colorado","1999",49040,2365,620.83,1138.92,74,16.66,765562,431,119.97,1493,381.46,4363,0.0056990811978651,0.00308923379164588,0.000562985101141384,0.00195020129003268,9.66610150451564e-05
"42","Colorado","2000",51524,2371,582.31,1067.57,54,13.73,831029,461,113.07,1512,358.46,4398,0.00529223408569376,0.00285308936270575,0.000554733950319423,0.00181943109085243,6.4979681816158e-05
"43","Colorado","2001",51113,2389,583.2,1107.13,62,13.89,853529,512,124.34,1722,385.7,4685,0.00548897577000899,0.00279896758048057,0.000599862453414002,0.00201750614214631,7.26395939681018e-05
"44","Colorado","2002",50870,2564,618.45,1165.06,67,14.31,870689,563,138.81,1737,393.5,4931,0.00566333099418966,0.00294479429509274,0.00064661434794743,0.0019949717981966,7.69505529528913e-05
"45","Colorado","2003",50743,2626,613.72,1212.54,81,17.36,854735,531,132.31,1993,449.14,5231,0.00612002550498108,0.00307229726172439,0.000621245181255009,0.00233171684791193,9.47662140897471e-05
"46","Colorado","2004",50083,3697,815.56,1388.73,100,19.86,857343,436,108.83,1996,444.48,6229,0.00726547017937978,0.00431215977735865,0.000508547920727177,0.00232812304993451,0.000116639431359444
"47","Colorado","2005",51473,3582,785.67,1407.7,87,19.91,860440,539,131.34,2073,470.77,6281,0.00729975361442983,0.00416298637906188,0.000626423690205011,0.00240923248570499,0.000101111059457952
"48","Colorado","2006",51515,3673,803.8,1373.8,69,14.91,871320,559,131.81,1880,423.28,6181,0.00709383464169306,0.00421544323555066,0.000641555341321214,0.00215764587063306,7.91901941881284e-05
"49","Colorado","2007",52094,3044,665.89,1163.04,61,12.75,881008,485,113.36,1623,371.04,5213,0.0059170858834426,0.00345513321104916,0.000550505784283457,0.00184220801627227,6.92388718377132e-05
"50","Colorado","2008",51651,2942,623.19,1079.01,58,12.44,909204,469,106.68,1511,336.7,4980,0.00547731862156348,0.00323579746679513,0.000515835830022745,0.0016618932604784,6.37920642672052e-05
"51","Colorado","2009",49731,2900,584.74,1043.47,54,11.65,928694,555,122.44,1484,324.64,4993,0.0053763672426009,0.00312266473133239,0.000597613422720509,0.00159794291768871,5.81461708592927e-05
"52","Colorado","2010",49258,2782,567.45,1010.09,52,12.05,925236,552,117.5,1450,313.09,4836,0.00522677457427078,0.00300680042713427,0.000596604541976317,0.0015671677280175,5.62018771426966e-05
"53","Colorado","2011",49274,2896,578.77,1050.33,49,9.69,941352,583,121.39,1650,340.48,5178,0.00550059913826071,0.00307642624650503,0.000619321996447662,0.00175279810315376,5.20527921542632e-05
"54","Colorado","2012",49622,3024,581.48,1033.58,56,11.25,965497,555,111.98,1650,328.88,5285,0.0054738647556647,0.0031320656615194,0.000574833479544732,0.0017089643986465,5.8001215954063e-05
"55","Colorado","2013",50426,3116,578.26,1046.71,61,12.14,992465,743,145.18,1602,311.12,5522,0.00556392416861048,0.0031396573178903,0.000748641010010429,0.00161416271606555,6.1463124644194e-05
"56","Colorado","2014",51899,3146,571.66,1008.96,40,7.22,1016301,744,148.58,1502,281.49,5432,0.00534487322161446,0.00309553960883636,0.000732066582636443,0.00147790861172035,3.93584184213142e-05
"57","Colorado","2015",52558,3605,637.97,1134.74,77,14.43,1042655,900,178.01,1677,304.32,6259,0.00600294440634726,0.00345751950549319,0.000863181013854055,0.00160839395581472,7.38499311852914e-05
"58","District of Columbia","1997",131417,5688,1075.24,2023.82,301,56.9,529000,218,41.21,4499,850.47,10706,0.0202381852551985,0.0107523629489603,0.000412098298676749,0.00850472589792061,0.000568998109640832
"59","District of Columbia","1998",134065,4932,943.02,1718.55,260,49.71,523000,190,36.33,3606,689.48,8988,0.0171854684512428,0.0094302103250478,0.000363288718929254,0.00689483747609943,0.000497131931166348
"60","District of Columbia","1999",138460,4615,889.21,1627.75,241,46.44,519000,248,47.78,3344,644.32,8448,0.0162774566473988,0.00889210019267823,0.000477842003853565,0.00644315992292871,0.000464354527938343
"61","District of Columbia","2000",138628,4579,800.44,1507.19,239,41.78,572059,251,43.88,3553,621.09,8622,0.0150718719572631,0.00800441912460079,0.000438765931486088,0.00621089782697239,0.000417789074203885
"62","District of Columbia","2001",144598,5003,874.92,1607.49,231,40.4,571822,181,31.65,3777,660.52,9192,0.0160749324090364,0.00874922615779036,0.000316532067671408,0.00660520231820392,0.000403971865370692
"63","District of Columbia","2002",148686,4854,850.24,1595.56,262,45.89,570898,262,45.89,3731,653.53,9109,0.0159555647418628,0.00850239447326843,0.000458926112895824,0.00653531804280274,0.000458926112895824
"64","District of Columbia","2003",152623,4482,795.55,1568.91,248,44.02,563384,273,48.46,3836,680.89,8839,0.0156891214517984,0.00795549749371654,0.000484571801826108,0.00680885506155659,0.000440197094699175
"65","District of Columbia","2004",160065,3863,697.89,1325.33,198,35.77,553523,218,39.38,3057,552.28,7336,0.0132532884812375,0.00697893312473014,0.000393840906339935,0.00552280573706964,0.000357708713097739
"66","District of Columbia","2005",163100,3854,700.06,1401.58,195,35.42,550521,165,29.97,3502,636.12,7716,0.0140158141106334,0.00700064121078033,0.000299716087124742,0.00636124689158088,0.000354209921147422
"67","District of Columbia","2006",164366,4453,765.74,1445.84,169,29.06,581530,182,31.3,3604,619.74,8408,0.0144584114319124,0.00765738654927519,0.000312967516723127,0.00619744467181401,0.000290612694100046
"68","District of Columbia","2007",167668,3566,606.16,1346.95,181,30.77,588292,192,32.64,3985,677.38,7924,0.0134695015400515,0.00606161566025035,0.00032636853807293,0.00677384700114909,0.000307670340579168
"69","District of Columbia","2008",170687,3609,609.8,1374.54,186,31.43,591833,186,31.43,4154,701.89,8135,0.0137454315659992,0.00609800399774937,0.000314277845270541,0.00701887187770875,0.000314277845270541
"70","District of Columbia","2009",166178,3295,549.48,1265.22,144,24.01,599657,150,25.01,3998,666.71,7587,0.0126522328597848,0.00549480786516292,0.000250142998414093,0.0066671447177303,0.00024013727847753
"71","District of Columbia","2010",168046,3238,538.12,1241.1,132,21.94,601723,184,30.58,3914,650.47,7468,0.0124110263360383,0.00538121361490254,0.000305788543898106,0.00650465413487601,0.000219370042361685
"72","District of Columbia","2011",166872,2949,477.19,1130.27,108,17.48,617996,172,27.83,3756,607.77,6985,0.0113026621531531,0.00477187554612004,0.000278318953520735,0.00607770924083651,0.00017475841267581
"73","District of Columbia","2012",163270,3399,537.54,1177.88,88,13.92,632323,236,37.32,3725,589.1,7448,0.0117787902701626,0.00537541731045684,0.000373226974188824,0.00589097660531089,0.000139169380206002
"74","District of Columbia","2013",159356,3724,576.07,1218.97,103,15.93,646449,393,60.79,3660,566.17,7880,0.0121896700281074,0.00576070192698883,0.000607936588965255,0.00566169953082146,0.000159331981331861
"75","District of Columbia","2014",159442,4004,607.69,1185.32,105,15.94,658893,470,71.33,3231,490.37,7810,0.011853214406588,0.00607685921689865,0.000713317640345246,0.00490367935309678,0.000159358196247342
"76","District of Columbia","2015",159938,4024,598.61,1202.57,162,24.1,672228,494,73.49,3404,506.38,8084,0.0120256817627353,0.00598606425200973,0.000734869716822269,0.00506375812968219,0.000240989664221068
"77","Florida","1997",35372,31257,6656.77,10596.62,384,69.15,2716383,2077,390.68,15960,3480,49678,0.0182882899797267,0.0115068456841322,0.000764619716733612,0.00587546012473204,0.000141364454128891
"78","Florida","1998",36773,28046,6268.31,9881.64,345,72.12,2623410,1903,385.81,13630,3155.39,43924,0.016743093912122,0.0106906659652895,0.000725391761104822,0.00519552795788687,0.000131508227840864
"79","Florida","1999",37913,24692,5487.81,8626.78,297,58.39,2703782,1616,322.97,11674,2757.6,38279,0.014157576313475,0.00913239307015137,0.000597681321940896,0.00431765578733788,0.000109846134044831
"80","Florida","2000",38860,25185,5485.49,8549.55,305,61.15,2791779,1663,306.32,11842,2696.57,38995,0.0139677961615157,0.00902112953783233,0.000595677523185037,0.00424173976521781,0.000109249335280479
"81","Florida","2001",39445,24050,5054.64,7971,279,53.67,2864120,1260,249.75,11619,2612.93,37208,0.0129910757929137,0.00839699453933494,0.000439925701437091,0.00405674343253774,9.74121196039272e-05
"82","Florida","2002",40254,23299,4842.89,7628.61,301,55.83,2895721,1192,227.84,11288,2502.06,36080,0.0124597639068128,0.00804600995745101,0.000411641867431289,0.0038981656036614,0.000103946478269143
"83","Florida","2003",40983,22026,4537.71,7129.9,323,62.19,2938734,1266,240.16,10909,2289.85,34524,0.0117479159393126,0.00749506420111517,0.000430797751684909,0.00371214271179358,0.000109911274718978
"84","Florida","2004",41736,20243,4370.12,6669.33,308,56.52,2821327,1130,235.58,9246,2007.1,30927,0.0109618629814977,0.00717499247694436,0.000400520747860847,0.00327718126966495,0.000109168487027558
"85","Florida","2005",43326,20213,4260.3,6462.7,257,48.05,2859439,1058,220.03,8977,1934.33,30505,0.0106681765199398,0.0070688691033451,0.000370002647372439,0.00313942699949186,8.98777697303562e-05
"86","Florida","2006",43926,18883,3898.85,6277.94,359,72.12,2882321,1028,204.45,9510,2102.53,29780,0.010331951229582,0.00655131749725308,0.000356657013566497,0.0032994243181103,0.000124552400652113
"87","Florida","2007",43506,18401,3732.54,6271.38,352,67.88,2851634,901,173.64,11069,2297.33,30723,0.010773823008142,0.00645279162753705,0.000315959200935323,0.00388163417886026,0.000123438000809361
"88","Florida","2008",41241,17813,3428.76,5707.72,343,64.7,2857935,857,156.02,10281,2058.26,29294,0.010250058171372,0.00623282195011433,0.000299866861912535,0.00359735263398223,0.000120016725362893
"89","Florida","2009",38695,15493,2880.98,4652.84,292,51.46,2960494,753,139.07,8443,1581.32,24981,0.00843811877342092,0.00523324823492296,0.000254349443032143,0.00285188890772959,9.86321877362359e-05
"90","Florida","2010",38603,14278,2735.74,4236.59,280,50.17,2906264,774,134.04,6687,1316.64,22019,0.00757639361049099,0.00491283654891641,0.00026632129772106,0.00230089214193893,9.63436219145955e-05
"91","Florida","2011",37859,13831,2638.58,4160.66,286,53.54,2945876,934,159.61,6712,1308.92,21763,0.00738761577201484,0.00469503808035369,0.000317053399396309,0.00227843941835977,9.70848739050795e-05
"92","Florida","2012",37690,13323,2542.41,3951.41,290,51.09,2996538,819,133.62,6329,1224.28,20761,0.00692832862456608,0.00444613083498357,0.000273315405978499,0.00211210403472274,9.67783488812757e-05
"93","Florida","2013",37926,12511,2345.88,3830.83,296,50.08,3039811,1200,186.59,6654,1248.28,20661,0.0067968041434155,0.00411571640473701,0.000394761384836097,0.00218895187891616,9.73744749262372e-05
"94","Florida","2014",38414,13596,2400.91,3777.03,304,51.05,3090048,1239,198.92,6178,1126.16,21317,0.00689859833892548,0.00439993165154716,0.000400964645209395,0.0019993216933847,9.8380348784226e-05
"95","Florida","2015",39218,13651,2445.26,3757.82,324,56.75,3133280,1189,193.22,5933,1062.6,21097,0.00673319971403769,0.0043567762855538,0.000379474544247562,0.00189354286881479,0.000103406015421539
"96","Georgia","1997",40873,7563,1797.01,3048.48,150,35.64,420865,366,86.96,4751,1128.87,12830,0.0304848348045098,0.0179701329404916,0.000869637532225298,0.0112886555071104,0.000356408824682499
"97","Georgia","1998",42737,7432,1794.03,3047.35,149,35.97,414262,385,92.94,4658,1124.41,12624,0.0304734684812993,0.0179403372744785,0.000929363542878661,0.0112440919031917,0.000359675760750443
"98","Georgia","1999",44677,6690,1626.59,2729.45,143,34.77,411291,321,78.05,4072,990.05,11226,0.0272945432795758,0.0162658555621203,0.000780469302756443,0.00990053271284808,0.000347685701851001
"99","Georgia","2000",45447,6849,1644.52,2781.21,134,32.17,416474,278,66.75,4322,1037.76,11583,0.0278120602966812,0.016445204262451,0.000667508656002536,0.0103775986015934,0.000321748776634316
"100","Georgia","2001",45181,5956,1396.45,2533.82,143,33.53,426511,367,86.05,4341,1017.79,10807,0.0253381507159253,0.0139644698495467,0.00086047018716985,0.0101779321049164,0.000335278574292339
"101","Georgia","2002",44771,5373,1233.77,2289.12,152,34.9,435494,276,63.38,4168,957.07,9969,0.0228912453443675,0.0123377130339339,0.000633763036918993,0.00957074035463175,0.000349028918882924
"102","Georgia","2003",45453,4360,1011.5,1969.64,148,34.34,431043,281,65.19,3701,858.62,8490,0.0196964107989226,0.0101150001275975,0.000651907118315342,0.00858615033766933,0.000343353215340465
"103","Georgia","2004",46599,4427,1029.38,1841.81,111,25.81,430066,267,62.08,3116,724.54,7921,0.0184181032678705,0.0102937688633838,0.000620834941613613,0.00724539954332591,0.000258099919547232
"104","Georgia","2005",47610,4039,937.85,1674.85,90,20.9,430666,223,51.78,2861,664.32,7213,0.0167484779388203,0.0093784974899342,0.000517802659137243,0.00664319913807916,0.000208978651669739
"105","Georgia","2006",47013,4308,886.78,1553.71,110,22.64,485804,171,35.2,2959,609.09,7548,0.0155371302006571,0.00886777383471524,0.000351993808202485,0.00609093379222896,0.00022642876551037
"106","Georgia","2007",46374,4221,848.8,1623.8,129,25.94,497290,148,29.76,3577,719.3,8075,0.0162380100142774,0.0084880049870297,0.000297613062800378,0.00719298598403346,0.000259405980413843
"107","Georgia","2008",44239,3864,724.93,1388.89,105,19.7,533016,126,23.64,3308,620.62,7403,0.0138888888888889,0.00724931334143816,0.000236390652438201,0.00620619268464736,0.000196992210365167
"108","Georgia","2009",42052,3419,618.37,1150.12,80,14.47,552901,135,24.42,2725,492.85,6359,0.0115011548179511,0.0061837471807792,0.000244166677217079,0.00492854959567807,0.000144691364276787
"109","Georgia","2010",42029,3405,810.71,1368.8,93,22.14,420003,89,21.19,2162,514.76,5749,0.0136879974666848,0.00810708494939322,0.000211903248310131,0.0051475822791742,0.000221426989807216
"110","Georgia","2011",42137,3518,826.73,1432.79,88,20.68,425533,148,34.78,2343,550.6,6097,0.0143279134638207,0.00826727891843876,0.000347799113112262,0.0055060359596083,0.000206799472661345
"111","Georgia","2012",42179,3555,813.42,1379.05,83,18.99,437041,113,25.86,2276,520.77,6027,0.0137904681711784,0.00813424827418938,0.000258556977491814,0.00520774938735725,0.000189913532140005
"112","Georgia","2013",42332,2965,657.4,1223.01,83,18.4,451020,105,23.28,2363,523.92,5516,0.012230056316793,0.00657398784976276,0.000232805640548091,0.00523923551062037,0.000184027315861824
"113","Georgia","2014",42929,3004,661.15,1227.43,93,20.47,454363,151,33.23,2329,512.59,5577,0.0122743269148236,0.0066114538375704,0.000332333398626209,0.00512585751920821,0.000204682159418791
"114","Georgia","2015",43555,2944,633.51,1119.62,94,20.23,464710,170,36.58,1995,429.3,5203,0.0111962299068236,0.0063351337393213,0.000365819543371135,0.00429299993544361,0.000202276688687569
"115","Hawaii","1997",43832,1131,128.48,299.45,34,3.86,880272,257,29.2,1214,137.91,2636,0.00299452896377483,0.00128483014341022,0.000291955213842994,0.00137911918134395,3.86244251776724e-05
"116","Hawaii","1998",42562,1031,117.86,267.74,17,1.94,874736,242,27.67,1052,120.26,2342,0.00267737923213404,0.00117864132721187,0.000276654899306762,0.00120264857054014,1.94344350752684e-05
"117","Hawaii","1999",43398,1019,117.59,253.64,37,4.27,866566,235,27.12,907,104.67,2198,0.00253644846439856,0.00117590581675256,0.000271185345374732,0.00104666003512716,4.26972671441067e-05
"118","Hawaii","2000",44260,1058,120.73,262.69,20,2.28,876303,240,27.39,984,112.29,2302,0.0026269452461078,0.00120734494803738,0.00027387787101037,0.00112289927114252,2.28231559175308e-05
"119","Hawaii","2001",43778,1141,128.84,276.99,20,2.26,885605,293,33.08,999,112.8,2453,0.00276985789375625,0.00128838477650871,0.000330847273897505,0.00112804241168467,2.25834316653587e-05
"120","Hawaii","2002",44658,1207,134.05,288.86,18,2,900433,304,33.76,1072,119.05,2601,0.00288861025750944,0.00134046619792922,0.000337615347282918,0.0011905383298924,1.99903824049096e-05
"121","Hawaii","2003",46437,1336,147.58,287.86,15,1.66,905301,266,29.38,989,109.25,2606,0.00287860059803314,0.00147575226361177,0.000293824926737074,0.00109245433286829,1.65690748160004e-05
"122","Hawaii","2004",48373,1441,158.95,276.53,26,2.87,906589,222,24.49,818,90.23,2507,0.00276531041078151,0.00158947439247553,0.000244873917508375,0.000902283173521849,2.86789272757556e-05
"123","Hawaii","2005",50145,1480,162.9,282.88,15,1.65,908521,234,25.76,841,92.57,2570,0.00282877335801814,0.00162902123341123,0.000257561465282586,0.000925680308985703,1.65103503386273e-05
"124","Hawaii","2006",50631,1543,169.06,300.76,17,1.86,912693,229,25.09,956,104.74,2745,0.00300758305366646,0.00169060133034876,0.000250905835806783,0.00104744969009294,1.86261974179708e-05
"125","Hawaii","2007",51245,1425,157.3,288.44,19,2.1,905903,226,24.95,943,104.1,2613,0.00288441477729956,0.00157301609554224,0.000249474833398278,0.00104095030041848,2.09735479405632e-05
"126","Hawaii","2008",50833,1426,157.33,284.11,18,1.99,906349,203,22.4,928,102.39,2575,0.00284106894805423,0.00157334536696129,0.000223975532603887,0.00102388814904634,1.98598994427092e-05
"127","Hawaii","2009",48549,1411,155.55,279.68,14,1.54,907124,243,26.79,869,95.8,2537,0.00279675105057302,0.00155546540495015,0.000267879584268523,0.000957972669668094,1.54333916862524e-05
"128","Hawaii","2010",49416,1420,148.96,267.28,19,1.99,953297,218,22.87,891,93.47,2548,0.00267282913929237,0.00148956725973123,0.000228680044099583,0.000934651005929946,1.9930829531615e-05
"129","Hawaii","2011",49318,1332,138.25,245.99,14,1.45,963465,203,21.07,821,85.21,2370,0.00245987140165963,0.00138251000295807,0.000210697845796163,0.000852132666988422,1.45308859169767e-05
"130","Hawaii","2012",49484,1246,127.68,239.37,11,1.13,975875,165,16.91,914,93.66,2336,0.0023937491994364,0.00127680286921993,0.000169079031638273,0.000936595363135647,1.12719354425516e-05
"131","Hawaii","2013",49479,1294,131.41,231.14,18,1.83,984683,221,22.44,743,75.46,2276,0.00231140377156912,0.00131412850633148,0.000224437712441466,0.000754557558117689,1.82799946784904e-05
"132","Hawaii","2014",49212,1166,117.3,228.66,19,1.91,994034,320,32.19,768,77.26,2273,0.00228664210680922,0.0011729981067046,0.000321920578169358,0.00077260938760646,1.91140343288057e-05
"133","Hawaii","2015",49945,1208,120.88,243.87,15,1.5,999307,318,31.82,896,89.66,2437,0.00243869001217844,0.00120883772454311,0.00031822052682509,0.000896621358601511,1.50104022087306e-05
"134","Illinois","1997",45435,36519,1320.35,2354.07,757,27.37,2765852,2545,92.02,25289,914.33,65110,0.0235406666734156,0.0132035264359771,0.000920150463582289,0.00914329472437426,0.00027369504948204
"135","Illinois","1998",46319,36110,1312.65,2265.32,703,25.56,2750917,2387,86.77,23117,840.34,62317,0.022653173469065,0.0131265319891513,0.000867710657936972,0.00840337967303267,0.000255551148944152
"136","Illinois","1999",47665,28027,993.5,1820.15,641,22.72,2821032,2469,87.52,20210,716.4,51347,0.0182014950557101,0.00993501668892802,0.000875211624682031,0.00716404493107487,0.000227221811025185
"137","Illinois","2000",49145,26545,916.6,1675.47,631,21.79,2896016,2001,69.09,19345,667.99,48522,0.01675474168651,0.00916604051911315,0.000690949221275021,0.00667986640957785,0.000217885536543997
"138","Illinois","2001",48849,25533,877.21,1601.26,666,22.88,2910709,1976,67.89,18433,633.28,46608,0.0160125934952618,0.00877208954931599,0.000678872398443128,0.00633282131604362,0.000228810231459071
"139","Illinois","2002",48918,24842,845.46,1565.02,648,22.05,2938299,1963,66.81,18532,630.71,45985,0.0156502112276525,0.00845455142584196,0.000668073603128885,0.0063070504397272,0.000220535758954415
"140","Illinois","2003",49495,19784,682.59,1362.25,598,20.63,2898374,1799,62.07,17302,596.96,39483,0.0136224655617253,0.00682589617488978,0.000620692843642677,0.00596955396370517,0.000206322579487671
"141","Illinois","2004",50479,18746,650.28,1278.75,448,15.54,2882746,1757,60.95,15912,551.97,36863,0.0127874602895989,0.00650282751237882,0.000609488314267022,0.00551973708401642,0.000155407378936611
